timestamp,solar_irradiance_W_per_m2,wind_speed_m_s,temperature_C,load_demand_kW,solar_output_kW,wind_output_kW,renewable_total_kW,net_load_kW,battery_soc_baseline_pct
2023-01-05T17:00:00Z,181.4709,4.9433,13.5737,509.2058,18.1471,5.0338,23.1808,486.025,10.0
2023-01-05T18:00:00Z,0.2172,1.8729,10.9762,471.7034,0.0217,0.0,0.0217,471.6816,10.0
2023-01-05T19:00:00Z,0.0,6.4591,11.0077,548.9289,0.0,28.3875,28.3875,520.5413,10.0
2023-01-05T20:00:00Z,0.0,3.4463,11.0727,491.7459,0.0,0.061,0.061,491.6849,10.0
2023-01-05T21:00:00Z,0.0,8.6058,9.6614,439.9298,0.0,120.8218,120.8218,319.1079,10.0
2023-01-05T22:00:00Z,0.0,4.9068,10.0437,358.6252,0.0,4.755,4.755,353.8702,10.0
2023-01-05T23:00:00Z,0.0,6.0909,10.9341,307.6696,0.0,20.2525,20.2525,287.4171,10.0
2023-01-06T00:00:00Z,0.0,3.305,10.5047,296.6072,0.0,0.0195,0.0195,296.5878,10.0
2023-01-06T01:00:00Z,0.0,4.9817,10.5644,329.0957,0.0,5.3374,5.3374,323.7583,10.0
2023-01-06T02:00:00Z,0.0,8.894,12.238,276.3834,0.0,140.4337,140.4337,135.9496,10.0
2023-01-06T03:00:00Z,0.0,3.9271,15.1578,318.1729,0.0,0.5466,0.5466,317.6263,10.0
2023-01-06T04:00:00Z,0.0,7.6184,16.7221,334.6877,0.0,67.5636,67.5636,267.1241,10.0
2023-01-06T05:00:00Z,0.0,10.97,14.3112,308.164,0.0,347.2302,347.2302,-39.0662,11.9533
2023-01-06T06:00:00Z,0.3395,7.8977,18.628,373.6953,0.0339,80.577,80.611,293.0843,10.0
2023-01-06T07:00:00Z,181.6382,9.3686,18.8227,455.6666,18.1638,177.1602,195.324,260.3426,10.0
2023-01-06T08:00:00Z,348.327,3.7825,20.2911,559.8793,34.8327,0.3286,35.1613,524.718,10.0
2023-01-06T09:00:00Z,495.6183,5.0716,19.3162,510.8333,49.5618,6.0978,55.6596,455.1737,10.0
2023-01-06T10:00:00Z,606.9155,10.9263,18.2688,461.5925,60.6916,341.5479,402.2394,59.3531,10.0
2023-01-06T11:00:00Z,507.1983,8.7007,20.4511,419.2403,50.7198,127.0668,177.7866,241.4537,10.0
2023-01-06T12:00:00Z,611.8062,8.0554,18.4262,386.8604,61.1806,88.6141,149.7947,237.0657,10.0
2023-01-06T13:00:00Z,676.8779,8.2415,17.1843,414.3639,67.6878,98.7636,166.4514,247.9124,10.0
2023-01-06T14:00:00Z,606.9155,6.3152,16.2186,399.5485,60.6916,24.9896,85.6812,313.8673,10.0
2023-01-06T15:00:00Z,495.6183,3.129,16.932,448.0619,49.5618,0.0015,49.5633,398.4986,10.0
2023-01-06T16:00:00Z,350.5661,9.177,15.1765,460.4847,35.0566,161.6498,196.7064,263.7783,10.0
2023-01-06T17:00:00Z,181.6382,8.0172,14.5254,500.8682,18.1638,86.623,104.7868,396.0813,10.0
2023-01-06T18:00:00Z,0.3395,6.2951,13.2061,508.6052,0.0339,24.5393,24.5733,484.0319,10.0
2023-01-06T19:00:00Z,0.0,10.5943,11.0806,520.521,0.0,300.3995,300.3995,220.1215,10.0
2023-01-06T20:00:00Z,0.0,5.335,10.6364,488.9213,0.0,8.7316,8.7316,480.1898,10.0
2023-01-06T21:00:00Z,0.0,5.037,9.696,454.006,0.0,5.7969,5.7969,448.2091,10.0
2023-01-06T22:00:00Z,0.0,10.1102,9.8267,360.4661,0.0,246.5377,246.5377,113.9284,10.0
2023-01-06T23:00:00Z,0.0,9.0708,9.2401,356.267,0.0,153.457,153.457,202.8099,10.0
2023-01-07T00:00:00Z,0.0,6.5958,11.1136,246.8352,0.0,31.8871,31.8871,214.9481,10.0
2023-01-07T01:00:00Z,0.0,3.7379,12.5929,270.6192,0.0,0.2755,0.2755,270.3437,10.0
2023-01-07T02:00:00Z,0.0,4.4446,11.7367,197.81,0.0,2.0677,2.0677,195.7422,10.0
2023-01-07T03:00:00Z,0.0,7.692,15.0405,237.6008,0.0,70.8463,70.8463,166.7545,10.0
2023-01-07T04:00:00Z,0.0,5.6757,15.1668,277.9376,0.0,13.1386,13.1386,264.799,10.0
2023-01-07T05:00:00Z,0.0,9.5659,16.5885,264.5804,0.0,194.146,194.146,70.4344,10.0
2023-01-07T06:00:00Z,0.4888,11.8754,15.8539,293.1689,0.0489,479.5126,479.5615,-186.3926,19.3196
2023-01-07T07:00:00Z,94.8421,9.3005,16.7816,341.5564,9.4842,171.5443,181.0285,160.5279,11.2932
2023-01-07T08:00:00Z,307.5231,5.8732,19.5275,394.7534,30.7523,16.2688,47.0211,347.7322,10.0
2023-01-07T09:00:00Z,495.9012,9.3261,20.6727,319.1321,49.5901,173.6423,223.2324,95.8997,10.0
2023-01-07T10:00:00Z,607.2223,5.8732,19.3819,239.9364,60.7222,16.2682,76.9904,162.9459,10.0
2023-01-07T11:00:00Z,323.0325,4.5406,21.553,261.3036,32.3032,2.5078,34.811,226.4926,10.0
2023-01-07T12:00:00Z,701.0658,3.0978,20.1184,253.0734,70.1066,0.0006,70.1072,182.9662,10.0
2023-01-07T13:00:00Z,677.1987,6.1634,17.6805,240.3331,67.7199,21.7118,89.4317,150.9014,10.0
2023-01-07T14:00:00Z,439.4449,11.101,17.5841,253.5842,43.9445,364.6287,408.5732,-154.989,17.7495
2023-01-07T15:00:00Z,495.9012,4.9811,18.8243,249.8891,49.5901,5.3331,54.9232,194.9659,10.0
2023-01-07T16:00:00Z,350.8151,4.6277,13.8107,286.6753,35.0815,2.958,38.0395,248.6358,10.0
2023-01-07T17:00:00Z,181.8426,12.8474,14.2875,334.9498,18.1843,500.0,518.1843,-183.2345,19.1617
2023-01-07T18:00:00Z,0.4888,2.4468,12.2305,359.0891,0.0489,0.0,0.0489,359.0402,10.0
2023-01-07T19:00:00Z,0.0,8.9397,12.2247,423.5585,0.0,143.7227,143.7227,279.8358,10.0
2023-01-07T20:00:00Z,0.0,5.2278,11.9904,345.8377,0.0,7.5839,7.5839,338.2538,10.0
2023-01-07T21:00:00Z,0.0,2.6648,9.8374,316.9367,0.0,0.0,0.0,316.9367,10.0
2023-01-07T22:00:00Z,0.0,10.9762,11.1722,278.8098,0.0,348.0465,348.0465,-69.2367,13.4618
2023-01-07T23:00:00Z,0.0,3.8189,12.4449,217.8882,0.0,0.3767,0.3767,217.5115,10.0
2023-01-08T00:00:00Z,0.0,6.864,10.8087,232.6374,0.0,39.5677,39.5677,193.0697,10.0
2023-01-08T01:00:00Z,0.0,4.8847,12.3219,242.0011,0.0,4.5918,4.5918,237.4093,10.0
2023-01-08T02:00:00Z,0.0,3.047,11.9821,246.9334,0.0,0.0001,0.0001,246.9333,10.0
2023-01-08T03:00:00Z,0.0,2.8469,13.7977,235.6683,0.0,0.0,0.0,235.6683,10.0
2023-01-08T04:00:00Z,0.0,3.5917,14.8958,216.0789,0.0,0.1421,0.1421,215.9368,10.0
2023-01-08T05:00:00Z,0.0,3.1218,17.1635,242.436,0.0,0.0012,0.0012,242.4347,10.0
2023-01-08T06:00:00Z,0.6654,8.6627,18.7772,227.7847,0.0665,124.5403,124.6068,103.1779,10.0
2023-01-08T07:00:00Z,48.6345,6.5102,18.4984,336.6694,4.8635,29.6655,34.529,302.1404,10.0
2023-01-08T08:00:00Z,351.1092,5.6271,20.9363,396.9478,35.1109,12.4363,47.5472,349.4006,10.0
2023-01-08T09:00:00Z,496.2354,6.2596,21.4322,338.8318,49.6235,23.7536,73.3771,265.4547,10.0
2023-01-08T10:00:00Z,607.5846,11.679,20.9194,251.8083,60.7585,448.3801,509.1385,-257.3302,22.8665
2023-01-08T11:00:00Z,673.6769,11.2988,19.3861,210.4828,67.3677,392.0054,459.3731,-248.8903,35.311
2023-01-08T12:00:00Z,701.4503,8.7178,18.7908,233.7977,70.145,128.2124,198.3574,35.4403,33.539
2023-01-08T13:00:00Z,204.4563,10.7904,17.7957,262.3117,20.4456,324.2789,344.7245,-82.4128,37.6597
2023-01-08T14:00:00Z,607.5846,5.6457,18.5217,270.1998,60.7585,12.7023,73.4608,196.739,27.8227
2023-01-08T15:00:00Z,496.2354,5.9988,15.1548,300.4341,49.6235,18.4972,68.1207,232.3133,16.207
2023-01-08T16:00:00Z,90.5436,7.5908,15.7494,302.7745,9.0544,66.3605,75.4149,227.3596,10.0
2023-01-08T17:00:00Z,182.0842,7.5497,12.6973,287.7752,18.2084,64.5918,82.8002,204.975,10.0
2023-01-08T18:00:00Z,0.6654,6.3532,13.3961,373.6223,0.0665,25.8595,25.926,347.6963,10.0
2023-01-08T19:00:00Z,0.0,5.782,11.5542,417.1394,0.0,14.7685,14.7685,402.3709,10.0
2023-01-08T20:00:00Z,0.0,13.9044,12.076,380.7195,0.0,500.0,500.0,-119.2805,15.964
2023-01-08T21:00:00Z,0.0,9.3605,11.3843,315.6136,0.0,176.4863,176.4863,139.1273,10.0
2023-01-08T22:00:00Z,0.0,6.0226,11.5076,318.5116,0.0,18.9398,18.9398,299.5719,10.0
2023-01-08T23:00:00Z,0.0,8.3285,11.7037,223.0303,0.0,103.7653,103.7653,119.2649,10.0
2023-01-09T00:00:00Z,0.0,4.8485,10.9082,314.0951,0.0,4.3324,4.3324,309.7628,10.0
2023-01-09T01:00:00Z,0.0,3.4351,10.4003,365.9228,0.0,0.0565,0.0565,365.8663,10.0
2023-01-09T02:00:00Z,0.0,5.4409,11.5422,316.2398,0.0,9.9749,9.9749,306.2649,10.0
2023-01-09T03:00:00Z,0.0,5.7949,11.7137,338.4361,0.0,14.9745,14.9745,323.4617,10.0
2023-01-09T04:00:00Z,0.0,2.2606,14.011,352.5852,0.0,0.0,0.0,352.5852,10.0
2023-01-09T05:00:00Z,0.0,9.2772,16.4576,342.3102,0.0,169.6447,169.6447,172.6655,10.0
2023-01-09T06:00:00Z,0.8692,5.4884,17.035,356.3141,0.0869,10.5685,10.6554,345.6587,10.0
2023-01-09T07:00:00Z,182.3629,7.2068,18.4501,450.4299,18.2363,51.062,69.2983,381.1316,10.0
2023-01-09T08:00:00Z,351.4485,3.399,19.9175,562.9811,35.1448,0.0436,35.1884,527.7927,10.0
2023-01-09T09:00:00Z,357.685,4.4709,19.6202,506.8232,35.7685,2.1829,37.9514,468.8719,10.0
2023-01-09T10:00:00Z,281.6295,10.8273,18.9728,451.8163,28.163,328.9155,357.0784,94.7379,10.0
2023-01-09T11:00:00Z,678.0145,7.7806,19.8711,374.0587,67.8015,74.9338,142.7353,231.3235,10.0
2023-01-09T12:00:00Z,701.8935,12.3806,18.5263,448.9282,70.1894,500.0,570.1894,-121.2612,16.0631
2023-01-09T13:00:00Z,347.9323,17.4816,18.3594,424.4691,34.7932,500.0,534.7932,-110.3242,21.5793
2023-01-09T14:00:00Z,249.0927,6.0102,18.9375,421.9389,24.9093,18.7087,43.6179,378.3209,10.0
2023-01-09T15:00:00Z,496.6209,5.4141,16.1183,388.1571,49.6621,9.6495,59.3116,328.8455,10.0
2023-01-09T16:00:00Z,166.7395,10.1239,16.8656,419.1918,16.674,247.9654,264.6393,154.5525,10.0
2023-01-09T17:00:00Z,96.3898,17.0055,15.2322,499.3465,9.639,500.0,509.639,-10.2925,10.5146
2023-01-09T18:00:00Z,0.8692,7.4656,12.0154,523.5803,0.0869,61.0782,61.1651,462.4152,10.0
2023-01-09T19:00:00Z,0.0,9.0406,10.448,503.982,0.0,151.1786,151.1786,352.8034,10.0
2023-01-09T20:00:00Z,0.0,8.8882,10.712,523.1612,0.0,140.0194,140.0194,383.1417,10.0
2023-01-09T21:00:00Z,0.0,5.4614,11.4184,412.2521,0.0,10.2276,10.2276,402.0245,10.0
2023-01-09T22:00:00Z,0.0,7.0304,9.6045,354.6245,0.0,44.9031,44.9031,309.7215,10.0
2023-01-09T23:00:00Z,0.0,9.5135,11.1731,341.6381,0.0,189.5318,189.5318,152.1063,10.0
2023-01-10T00:00:00Z,0.0,7.9585,11.9981,335.7622,0.0,83.6152,83.6152,252.147,10.0
2023-01-10T01:00:00Z,0.0,2.3596,10.8102,314.1743,0.0,0.0,0.0,314.1743,10.0
2023-01-10T02:00:00Z,0.0,5.3264,11.9437,343.5815,0.0,8.6359,8.6359,334.9456,10.0
2023-01-10T03:00:00Z,0.0,3.8522,14.5383,278.8387,0.0,0.4244,0.4244,278.4143,10.0
2023-01-10T04:00:00Z,0.0,4.5721,15.2716,319.991,0.0,2.6648,2.6648,317.3262,10.0
2023-01-10T05:00:00Z,0.0,10.6975,15.7278,335.0516,0.0,312.823,312.823,22.2286,10.0
2023-01-10T06:00:00Z,1.0505,2.6453,17.2676,344.5744,0.105,0.0,0.105,344.4694,10.0
2023-01-10T07:00:00Z,182.6787,4.6007,18.5848,389.6966,18.2679,2.8128,21.0807,368.616,10.0
2023-01-10T08:00:00Z,82.1545,5.3839,17.885,599.3861,8.2154,9.2915,17.5069,581.8792,10.0
2023-01-10T09:00:00Z,299.4545,7.7126,20.715,490.3753,29.9455,71.7825,101.7279,388.6474,10.0
2023-01-10T10:00:00Z,608.4756,7.1587,19.6411,438.6324,60.8476,49.332,110.1796,328.4528,10.0
2023-01-10T11:00:00Z,678.5094,4.9424,17.1657,422.9949,67.8509,5.0263,72.8772,350.1176,10.0
2023-01-10T12:00:00Z,702.3955,4.5235,19.426,418.2929,70.2395,2.4252,72.6648,345.6281,10.0
2023-01-10T13:00:00Z,678.5094,5.084,17.9137,443.5777,67.8509,6.208,74.059,369.5187,10.0
2023-01-10T14:00:00Z,608.4756,6.9286,19.3086,417.4764,60.8476,41.5874,102.435,315.0414,10.0
2023-01-10T15:00:00Z,497.0574,5.2102,15.8284,433.4783,49.7057,7.4048,57.1105,376.3678,10.0
2023-01-10T16:00:00Z,351.8327,12.0354,14.0221,446.3275,35.1833,500.0,535.1833,-88.8557,14.4428
2023-01-10T17:00:00Z,182.6787,6.3487,14.3336,521.6769,18.2679,25.7549,44.0227,477.6541,10.0
2023-01-10T18:00:00Z,0.7342,2.959,11.9593,536.5591,0.0734,0.0,0.0734,536.4856,10.0
2023-01-10T19:00:00Z,0.0,8.3405,10.8048,552.758,0.0,104.4682,104.4682,448.2898,10.0
2023-01-10T20:00:00Z,0.0,5.2709,11.2991,523.1094,0.0,8.0318,8.0318,515.0776,10.0
2023-01-10T21:00:00Z,0.0,7.6589,9.2497,452.2427,0.0,69.3595,69.3595,382.8832,10.0
2023-01-10T22:00:00Z,0.0,4.918,8.6625,389.4431,0.0,4.8394,4.8394,384.6037,10.0
2023-01-10T23:00:00Z,0.0,6.9998,12.0161,327.6492,0.0,43.8877,43.8877,283.7616,10.0
