timestamp,zone_id,consumption_kwh,grid_voltage_kv,power_factor
2024-01-01 16:00:00,zone_10,2623.77,10.8615,0.8775
2024-01-01 17:00:00,zone_01,2512.75,10.925,0.873
2024-01-01 17:00:00,zone_02,1220.11,11.1951,0.9509
2024-01-01 17:00:00,zone_03,2381.8,11.14,0.93
2024-01-01 17:00:00,zone_04,1761.4,11.1248,0.9213
2024-01-01 17:00:00,zone_05,2502.03,11.0993,0.8546
2024-01-01 17:00:00,zone_06,1570.7,11.1234,0.963
2024-01-01 17:00:00,zone_07,2230.08,11.0447,0.8998
2024-01-01 17:00:00,zone_08,1865.47,10.9459,0.9433
2024-01-01 17:00:00,zone_09,1446.9,11.0409,0.9342
2024-01-01 17:00:00,zone_10,1885.04,11.1159,0.8808
2024-01-01 18:00:00,zone_01,2157.65,10.8204,0.9597
2024-01-01 18:00:00,zone_02,2013.9,11.0745,0.872
2024-01-01 18:00:00,zone_03,1528.17,11.0462,0.9395
2024-01-01 18:00:00,zone_04,2182.94,11.0083,0.8972
2024-01-01 18:00:00,zone_05,2561.69,11.0272,0.9006
2024-01-01 18:00:00,zone_06,2652.63,10.8632,0.8791
2024-01-01 18:00:00,zone_07,2723.71,11.0228,0.9275
2024-01-01 18:00:00,zone_08,1368.81,11.1649,0.9835
2024-01-01 18:00:00,zone_09,1300.37,10.9817,0.8651
2024-01-01 18:00:00,zone_10,1397.67,10.9062,0.9697
2024-01-01 19:00:00,zone_01,2112.09,11.105,0.9134
2024-01-01 19:00:00,zone_02,1311.28,11.0252,0.9299
2024-01-01 19:00:00,zone_03,1135.95,11.1477,0.9253
2024-01-01 19:00:00,zone_04,1395.55,11.0698,0.9444
2024-01-01 19:00:00,zone_05,1590.98,11.0952,0.9012
2024-01-01 19:00:00,zone_06,1159.51,11.0866,0.921
2024-01-01 19:00:00,zone_07,2739.17,10.9649,0.9187
2024-01-01 19:00:00,zone_08,2355.92,10.9329,0.8871
2024-01-01 19:00:00,zone_09,1829.82,11.0556,0.8642
2024-01-01 19:00:00,zone_10,2075.57,11.1195,0.968
2024-01-01 20:00:00,zone_01,1759.95,10.9065,0.8577
2024-01-01 20:00:00,zone_02,2338.27,11.1935,0.8741
2024-01-01 20:00:00,zone_03,2591.68,10.8314,0.8693
2024-01-01 20:00:00,zone_04,1600.99,10.9642,0.9643
2024-01-01 20:00:00,zone_05,1090.07,11.1748,0.8574
2024-01-01 20:00:00,zone_06,1371.83,10.8867,0.9184
2024-01-01 20:00:00,zone_07,1875.17,10.9486,0.919
2024-01-01 20:00:00,zone_08,2789.91,11.1039,0.8726
2024-01-01 20:00:00,zone_09,2752.02,10.981,0.9481
2024-01-01 20:00:00,zone_10,1885.84,10.9976,0.9416
2024-01-01 21:00:00,zone_01,1035.67,11.1829,0.8619
2024-01-01 21:00:00,zone_02,1257.41,10.9281,0.8853
2024-01-01 21:00:00,zone_03,1782.98,11.1487,0.8657
2024-01-01 21:00:00,zone_04,1507.99,10.8237,0.983
2024-01-01 21:00:00,zone_05,1527.05,10.8948,0.8587
2024-01-01 21:00:00,zone_06,1890.22,10.8767,0.91
2024-01-01 21:00:00,zone_07,975.67,11.0606,0.9024
2024-01-01 21:00:00,zone_08,1186.18,10.838,0.921
2024-01-01 21:00:00,zone_09,885.49,10.8623,0.8528
2024-01-01 21:00:00,zone_10,1907.46,10.8202,0.8598
2024-01-01 22:00:00,zone_01,1275.97,10.9674,0.9409
2024-01-01 22:00:00,zone_02,783.82,10.8147,0.8657
2024-01-01 22:00:00,zone_03,1612.9,10.9985,0.9033
2024-01-01 22:00:00,zone_04,1397.54,11.0047,0.9006
2024-01-01 22:00:00,zone_05,1697.23,10.9022,0.9015
2024-01-01 22:00:00,zone_06,1814.61,11.0804,0.972
2024-01-01 22:00:00,zone_07,1862.02,10.9187,0.98
2024-01-01 22:00:00,zone_08,1568.71,11.1719,0.9788
2024-01-01 22:00:00,zone_09,1539.87,10.9642,0.8679
2024-01-01 22:00:00,zone_10,1042.02,11.1602,0.8612
2024-01-01 23:00:00,zone_01,800.22,10.9881,0.9884
2024-01-01 23:00:00,zone_02,946.34,10.8133,0.892
2024-01-01 23:00:00,zone_03,940.72,10.9641,0.9347
2024-01-01 23:00:00,zone_04,531.97,10.9789,0.9521
2024-01-01 23:00:00,zone_05,646.56,11.0507,0.9695
2024-01-01 23:00:00,zone_06,725.25,11.0797,0.9824
2024-01-01 23:00:00,zone_07,536.11,11.0722,0.9676
2024-01-01 23:00:00,zone_08,575.33,10.8622,0.8922
2024-01-01 23:00:00,zone_09,967.31,11.1458,0.8874
2024-01-01 23:00:00,zone_10,897.19,10.9237,0.9582
2024-01-02 00:00:00,zone_01,647.23,11.1659,0.8652
2024-01-02 00:00:00,zone_02,735.24,11.1945,0.9068
2024-01-02 00:00:00,zone_03,531.43,11.1316,0.9409
2024-01-02 00:00:00,zone_04,604.26,10.8292,0.8903
2024-01-02 00:00:00,zone_05,465.37,10.8036,0.9062
2024-01-02 00:00:00,zone_06,543.71,11.1215,0.8741
2024-01-02 00:00:00,zone_07,607.44,10.8986,0.9158
2024-01-02 00:00:00,zone_08,720.65,11.1695,0.9168
2024-01-02 00:00:00,zone_09,496.16,10.9865,0.9549
2024-01-02 00:00:00,zone_10,1029.71,10.9503,0.9163
2024-01-02 01:00:00,zone_01,813.47,10.9676,0.9399
2024-01-02 01:00:00,zone_02,469.93,11.0236,0.856
2024-01-02 01:00:00,zone_03,666.8,11.0225,0.885
2024-01-02 01:00:00,zone_04,619.46,10.9501,0.9027
2024-01-02 01:00:00,zone_05,603.44,11.0972,0.8823
2024-01-02 01:00:00,zone_06,440.7,10.8456,0.9029
2024-01-02 01:00:00,zone_07,929.88,11.1647,0.9295
2024-01-02 01:00:00,zone_08,522.25,10.8623,0.9359
2024-01-02 01:00:00,zone_09,870.41,11.02,0.9568
2024-01-02 01:00:00,zone_10,712.24,10.849,0.9211
2024-01-02 02:00:00,zone_01,579.74,10.8354,0.9142
2024-01-02 02:00:00,zone_02,470.71,10.8701,0.9254
2024-01-02 02:00:00,zone_03,522.61,11.1852,0.8747
2024-01-02 02:00:00,zone_04,625.72,10.8408,0.9196
2024-01-02 02:00:00,zone_05,581.16,10.9898,0.9134
2024-01-02 02:00:00,zone_06,956.44,11.0513,0.9175
2024-01-02 02:00:00,zone_07,804.07,11.1755,0.9077
2024-01-02 02:00:00,zone_08,812.09,10.8757,0.9537
2024-01-02 02:00:00,zone_09,893.39,11.1675,0.9371
2024-01-02 02:00:00,zone_10,998.6,11.0578,0.899
2024-01-02 03:00:00,zone_01,544.72,11.1766,0.9839
2024-01-02 03:00:00,zone_02,621.39,11.09,0.8679
2024-01-02 03:00:00,zone_03,367.29,11.0196,0.9604
2024-01-02 03:00:00,zone_04,720.77,11.1084,0.9711
2024-01-02 03:00:00,zone_05,461.03,10.9693,0.8562
2024-01-02 03:00:00,zone_06,410.15,11.1686,0.9558
2024-01-02 03:00:00,zone_07,564.03,10.9186,0.9719
2024-01-02 03:00:00,zone_08,792.07,11.0986,0.854
2024-01-02 03:00:00,zone_09,590.63,11.0007,0.905
2024-01-02 03:00:00,zone_10,559.28,11.0522,0.9529
2024-01-02 04:00:00,zone_01,858.58,11.0638,0.966
2024-01-02 04:00:00,zone_02,818.9,10.8766,0.9443
2024-01-02 04:00:00,zone_03,515.8,10.938,0.9033
2024-01-02 04:00:00,zone_04,425.29,10.8299,0.8729
2024-01-02 04:00:00,zone_05,892.09,10.9182,0.8568
2024-01-02 04:00:00,zone_06,674.15,11.1024,0.8933
2024-01-02 04:00:00,zone_07,838.4,11.0375,0.9499
2024-01-02 04:00:00,zone_08,822.95,10.8641,0.8928
2024-01-02 04:00:00,zone_09,642.32,11.0625,0.9556
2024-01-02 04:00:00,zone_10,383.16,10.9672,0.8855
2024-01-02 05:00:00,zone_01,462.92,11.0615,0.953
2024-01-02 05:00:00,zone_02,944.54,10.9125,0.8716
2024-01-02 05:00:00,zone_03,808.9,11.1055,0.879
2024-01-02 05:00:00,zone_04,696.69,10.8426,0.955
2024-01-02 05:00:00,zone_05,409.94,11.003,0.9064
2024-01-02 05:00:00,zone_06,603.98,10.994,0.9749
2024-01-02 05:00:00,zone_07,840.47,11.1693,0.9657
2024-01-02 05:00:00,zone_08,706.82,10.8184,0.8849
2024-01-02 05:00:00,zone_09,529.53,10.8087,0.9199
2024-01-02 05:00:00,zone_10,590.84,11.0895,0.9834
2024-01-02 06:00:00,zone_01,1478.99,10.9696,0.9817
2024-01-02 06:00:00,zone_02,829.34,10.8099,0.9221
2024-01-02 06:00:00,zone_03,1486.84,11.1258,0.8781
2024-01-02 06:00:00,zone_04,1746.24,10.9896,0.94
2024-01-02 06:00:00,zone_05,1651.34,11.1081,0.9607
2024-01-02 06:00:00,zone_06,815.39,11.0888,0.9572
2024-01-02 06:00:00,zone_07,1762.36,10.8043,0.9058
2024-01-02 06:00:00,zone_08,1084.18,11.163,0.9653
2024-01-02 06:00:00,zone_09,1612.11,10.9991,0.8913
2024-01-02 06:00:00,zone_10,1508.58,10.8799,0.8657
2024-01-02 07:00:00,zone_01,1492.17,11.1718,0.9068
2024-01-02 07:00:00,zone_02,1703.57,11.1678,0.8683
2024-01-02 07:00:00,zone_03,1513.78,10.8159,0.9318
2024-01-02 07:00:00,zone_04,1893.55,10.8154,0.9442
2024-01-02 07:00:00,zone_05,988.28,10.9834,0.9536
2024-01-02 07:00:00,zone_06,1022.29,10.9017,0.9462
2024-01-02 07:00:00,zone_07,834.84,11.0796,0.898
2024-01-02 07:00:00,zone_08,1922.69,10.9785,0.899
2024-01-02 07:00:00,zone_09,992.66,11.0444,0.8566
2024-01-02 07:00:00,zone_10,1068.57,10.8952,0.8523
2024-01-02 08:00:00,zone_01,2613.68,11.1727,0.9348
2024-01-02 08:00:00,zone_02,1428.05,11.0466,0.9561
2024-01-02 08:00:00,zone_03,2426.42,10.8309,0.9725
2024-01-02 08:00:00,zone_04,1499.22,11.1716,0.9087
2024-01-02 08:00:00,zone_05,1849.08,11.0963,0.9522
2024-01-02 08:00:00,zone_06,2176.05,11.1088,0.9055
2024-01-02 08:00:00,zone_07,1586.9,10.9405,0.9399
2024-01-02 08:00:00,zone_08,2241.89,11.0927,0.9838
2024-01-02 08:00:00,zone_09,2671.03,10.8525,0.9607
2024-01-02 08:00:00,zone_10,1517.15,11.0639,0.8546
2024-01-02 09:00:00,zone_01,2156.64,10.8337,0.9423
2024-01-02 09:00:00,zone_02,1498.54,11.0259,0.8533
2024-01-02 09:00:00,zone_03,2079.49,11.1241,0.8504
2024-01-02 09:00:00,zone_04,2783.84,11.0077,0.868
2024-01-02 09:00:00,zone_05,1305.06,11.0572,0.9353
2024-01-02 09:00:00,zone_06,2409.63,11.1774,0.8937
2024-01-02 09:00:00,zone_07,2034.53,11.1541,0.9517
2024-01-02 09:00:00,zone_08,2030.64,10.8839,0.8647
2024-01-02 09:00:00,zone_09,2029.47,11.1735,0.907
2024-01-02 09:00:00,zone_10,1947.42,10.8098,0.8749
2024-01-02 10:00:00,zone_01,1575.33,11.047,0.9612
2024-01-02 10:00:00,zone_02,1872.52,11.0385,0.9237
2024-01-02 10:00:00,zone_03,1195.1,11.1529,0.8827
2024-01-02 10:00:00,zone_04,2765.26,11.1914,0.96
2024-01-02 10:00:00,zone_05,1984.04,11.0382,0.8552
2024-01-02 10:00:00,zone_06,1453.73,11.086,0.9446
2024-01-02 10:00:00,zone_07,1987.97,10.9483,0.9898
2024-01-02 10:00:00,zone_08,1211.35,10.8029,0.9154
2024-01-02 10:00:00,zone_09,1576.62,11.0608,0.9384
2024-01-02 10:00:00,zone_10,2582.67,11.1355,0.91
2024-01-02 11:00:00,zone_01,1214.57,10.8135,0.9513
2024-01-02 11:00:00,zone_02,2551.59,10.8773,0.8526
2024-01-02 11:00:00,zone_03,1784.65,11.1265,0.9742
2024-01-02 11:00:00,zone_04,1590.04,11.0927,0.9061
2024-01-02 11:00:00,zone_05,2392.97,10.9661,0.9338
2024-01-02 11:00:00,zone_06,1420.37,10.994,0.8913
2024-01-02 11:00:00,zone_07,2188.05,10.9858,0.8607
2024-01-02 11:00:00,zone_08,1376.13,11.1162,0.9407
2024-01-02 11:00:00,zone_09,2650.67,10.8962,0.8998
2024-01-02 11:00:00,zone_10,2396.66,11.1269,0.953
2024-01-02 12:00:00,zone_01,1419.98,11.0861,0.919
2024-01-02 12:00:00,zone_02,1520.17,10.9086,0.9731
2024-01-02 12:00:00,zone_03,1303.18,11.0071,0.9468
2024-01-02 12:00:00,zone_04,1875.66,11.0427,0.8612
2024-01-02 12:00:00,zone_05,2263.0,10.834,0.8674
2024-01-02 12:00:00,zone_06,2372.12,11.1681,0.9457
2024-01-02 12:00:00,zone_07,2440.47,11.0522,0.9228
2024-01-02 12:00:00,zone_08,1723.99,11.08,0.9735
2024-01-02 12:00:00,zone_09,2141.08,10.9319,0.8818
2024-01-02 12:00:00,zone_10,2570.18,10.904,0.9645
2024-01-02 13:00:00,zone_01,2149.23,11.0975,0.9238
2024-01-02 13:00:00,zone_02,2436.81,10.9108,0.8945
2024-01-02 13:00:00,zone_03,2159.08,10.8015,0.8779
2024-01-02 13:00:00,zone_04,1462.59,10.8238,0.8932
2024-01-02 13:00:00,zone_05,1271.47,10.8605,0.9744
2024-01-02 13:00:00,zone_06,2343.51,11.1363,0.8687
2024-01-02 13:00:00,zone_07,1859.1,11.1509,0.9402
2024-01-02 13:00:00,zone_08,1501.37,10.8156,0.9423
2024-01-02 13:00:00,zone_09,1229.47,10.9946,0.9746
2024-01-02 13:00:00,zone_10,1200.31,10.8383,0.9089
2024-01-02 14:00:00,zone_01,1106.51,10.9722,0.9093
2024-01-02 14:00:00,zone_02,1607.36,10.8816,0.9341
2024-01-02 14:00:00,zone_03,1988.23,10.8522,0.944
2024-01-02 14:00:00,zone_04,1199.25,11.1506,0.8552
2024-01-02 14:00:00,zone_05,1427.31,10.8229,0.9579
2024-01-02 14:00:00,zone_06,1746.17,10.9198,0.9344
2024-01-02 14:00:00,zone_07,2616.61,11.1694,0.888
2024-01-02 14:00:00,zone_08,1932.55,11.0321,0.9585
2024-01-02 14:00:00,zone_09,2179.8,10.8073,0.899
2024-01-02 14:00:00,zone_10,2820.54,10.9926,0.8711
2024-01-02 15:00:00,zone_01,2282.45,11.1,0.8502
2024-01-02 15:00:00,zone_02,2276.33,11.0553,0.9315
2024-01-02 15:00:00,zone_03,2702.32,10.9022,0.9472
2024-01-02 15:00:00,zone_04,1494.41,11.1738,0.8773
2024-01-02 15:00:00,zone_05,1608.59,11.0441,0.8807
2024-01-02 15:00:00,zone_06,2001.96,10.8907,0.9402
2024-01-02 15:00:00,zone_07,2098.95,11.1397,0.9836
2024-01-02 15:00:00,zone_08,2594.16,10.8933,0.9745
2024-01-02 15:00:00,zone_09,1249.33,10.8701,0.8691
2024-01-02 15:00:00,zone_10,2136.07,11.189,0.9241
2024-01-02 16:00:00,zone_01,2006.55,10.9315,0.8625
2024-01-02 16:00:00,zone_02,2033.91,11.0436,0.8694
2024-01-02 16:00:00,zone_03,2582.18,11.0995,0.9353
2024-01-02 16:00:00,zone_04,2568.22,11.0707,0.8968
2024-01-02 16:00:00,zone_05,1994.7,11.0836,0.934
2024-01-02 16:00:00,zone_06,1073.98,10.9322,0.9335
2024-01-02 16:00:00,zone_07,2487.74,11.1341,0.9172
2024-01-02 16:00:00,zone_08,2090.65,10.8786,0.9285
2024-01-02 16:00:00,zone_09,2030.8,10.8414,0.9178
2024-01-02 16:00:00,zone_10,2716.11,11.1126,0.8718
2024-01-02 17:00:00,zone_01,2769.07,10.9182,0.8525
2024-01-02 17:00:00,zone_02,2633.71,11.1951,0.9531
2024-01-02 17:00:00,zone_03,2493.69,10.8664,0.8874
2024-01-02 17:00:00,zone_04,2540.32,10.8049,0.907
2024-01-02 17:00:00,zone_05,1334.11,10.8289,0.863
2024-01-02 17:00:00,zone_06,1324.47,10.8476,0.8718
2024-01-02 17:00:00,zone_07,1283.39,11.1793,0.9731
2024-01-02 17:00:00,zone_08,2535.01,10.8127,0.8814
2024-01-02 17:00:00,zone_09,1626.48,11.1304,0.9253
2024-01-02 17:00:00,zone_10,1117.01,11.1366,0.9255
2024-01-02 18:00:00,zone_01,2104.8,11.0083,0.9826
2024-01-02 18:00:00,zone_02,1593.13,10.8433,0.8735
2024-01-02 18:00:00,zone_03,2440.91,11.0807,0.9152
2024-01-02 18:00:00,zone_04,1182.98,10.9808,0.9344
2024-01-02 18:00:00,zone_05,1666.66,11.0088,0.9664
2024-01-02 18:00:00,zone_06,1247.94,10.8266,0.8953
2024-01-02 18:00:00,zone_07,1487.8,11.0591,0.9299
2024-01-02 18:00:00,zone_08,2549.81,10.9291,0.9172
2024-01-02 18:00:00,zone_09,1332.01,10.9015,0.9571
