sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
13,0.971502,-0.272833,-0.688003,0.65588,-0.348498,-0.300925,0.968864,-0.283289,-0.689843,0.652824,-0.341573,-0.311529,0.968621,-0.273308,-0.691343,0.64698,-0.359189,-0.294131,0.977578,-0.273628,-0.695868,0.656791,-0.354946,-0.302549
14,0.958517,-0.261758,-0.705358,0.657189,-0.341907,-0.307712,0.961622,-0.255724,-0.714313,0.640088,-0.336059,-0.313403,0.966078,-0.255321,-0.706315,0.646417,-0.353696,-0.305013,0.965518,-0.243987,-0.71336,0.647179,-0.344755,-0.312168
15,0.963734,-0.238916,-0.718563,0.678535,-0.319558,-0.340427,0.966852,-0.237147,-0.717872,0.6392,-0.328816,-0.319068,0.961748,-0.236505,-0.712195,0.651269,-0.355158,-0.314512,0.965602,-0.239094,-0.723949,0.665095,-0.328164,-0.319825
16,0.953689,-0.211408,-0.727048,0.635852,-0.294911,-0.313257,0.954159,-0.223846,-0.742084,0.655081,-0.332679,-0.336776,0.961851,-0.219367,-0.721405,0.649149,-0.33299,-0.31762,0.954859,-0.215346,-0.731311,0.643522,-0.328523,-0.327057
17,0.945243,-0.194497,-0.748773,0.644378,-0.301276,-0.330316,0.947141,-0.202635,-0.744769,0.668973,-0.310818,-0.338793,0.944054,-0.206819,-0.747304,0.652783,-0.327997,-0.326728,0.95108,-0.195702,-0.739814,0.662841,-0.323736,-0.344483
18,0.946725,-0.180296,-0.755719,0.650032,-0.309235,-0.342892,0.932534,-0.190059,-0.760292,0.641768,-0.309662,-0.333371,0.949766,-0.177779,-0.763295,0.653105,-0.31538,-0.343943,0.939395,-0.183825,-0.759755,0.648787,-0.334856,-0.359435
19,0.943409,-0.164485,-0.774381,0.655623,-0.296891,-0.364512,0.932597,-0.151383,-0.770966,0.666586,-0.30455,-0.36873,0.936412,-0.156556,-0.781821,0.654079,-0.273677,-0.367347,0.939262,-0.160252,-0.77293,0.66193,-0.301326,-0.367415
20,0.930132,-0.146893,-0.780611,0.659888,-0.261662,-0.372093,0.932703,-0.148076,-0.778389,0.660644,-0.298309,-0.371691,0.933776,-0.148239,-0.789617,0.663582,-0.285397,-0.359597,0.929322,-0.14325,-0.779613,0.639805,-0.296699,-0.367456
21,0.922014,-0.132582,-0.795505,0.648949,-0.265186,-0.370774,0.934016,-0.130054,-0.791461,0.634739,-0.289949,-0.369509,0.921678,-0.12581,-0.798607,0.658375,-0.2689,-0.384717,0.922652,-0.12665,-0.799076,0.642464,-0.261611,-0.38278
22,0.916397,-0.102925,-0.803373,0.64254,-0.254661,-0.390496,0.908928,-0.107995,-0.81197,0.646167,-0.263413,-0.413801,0.913847,-0.107871,-0.809442,0.660866,-0.252512,-0.382376,0.92292,-0.099001,-0.811356,0.678653,-0.250755,-0.394533
23,0.917672,-0.080948,-0.824824,0.65888,-0.277789,-0.394903,0.915232,-0.08693,-0.81943,0.643769,-0.238964,-0.399159,0.906502,-0.085382,-0.819188,0.630778,-0.240855,-0.401231,0.908292,-0.090948,-0.812456,0.635809,-0.246439,-0.400597
24,0.895223,-0.074869,-0.826383,0.644359,-0.237913,-0.394675,0.902845,-0.071279,-0.828723,0.635757,-0.24107,-0.401013,0.898173,-0.074823,-0.825019,0.6382,-0.230223,-0.408742,0.902896,-0.076058,-0.821192,0.641809,-0.247881,-0.413693
25,0.885918,-0.05428,-0.845636,0.630035,-0.234559,-0.418827,0.88164,-0.05505,-0.839972,0.649499,-0.218549,-0.414682,0.892757,-0.048333,-0.83683,0.6307,-0.227653,-0.41212,0.894349,-0.060623,-0.840245,0.649051,-0.217891,-0.440906
26,0.881713,-0.023712,-0.852189,0.642041,-0.196856,-0.438184,0.870901,-0.034301,-0.844137,0.635313,-0.217952,-0.418087,0.881754,-0.032828,-0.845762,0.650929,-0.218758,-0.41719,0.887648,-0.033516,-0.841605,0.642957,-0.214857,-0.435245
27,0.873597,-0.00691,-0.863044,0.642176,-0.189362,-0.422841,0.87482,-0.01516,-0.858548,0.63544,-0.198455,-0.461889,0.872207,-0.0186,-0.856879,0.642455,-0.202536,-0.418982,0.878561,-0.006487,-0.8554,0.627636,-0.201156,-0.428143
28,0.871126,0.002533,-0.870713,0.622218,-0.188795,-0.445363,0.870657,0.009119,-0.870283,0.611535,-0.176106,-0.433629,0.855804,0.007061,-0.87462,0.641737,-0.186222,-0.43475,0.859509,-0.005861,-0.867102,0.616145,-0.193742,-0.437743
29,0.852705,0.025963,-0.879816,0.64352,-0.178162,-0.472661,0.855634,0.021125,-0.883954,0.616253,-0.169198,-0.458313,0.860003,0.024853,-0.875547,0.649394,-0.172595,-0.464889,0.856552,0.024528,-0.879178,0.644861,-0.169189,-0.456862
30,0.848744,0.032364,-0.88025,0.622882,-0.174762,-0.478718,0.839061,0.041625,-0.88991,0.624101,-0.151379,-0.471058,0.847237,0.04344,-0.882091,0.626866,-0.174075,-0.477023,0.840002,0.035671,-0.890925,0.621842,-0.157817,-0.450218
31,0.830666,0.060588,-0.890808,0.61546,-0.160839,-0.468126,0.842652,0.054971,-0.889697,0.621918,-0.163619,-0.449504,0.835068,0.059159,-0.894932,0.611258,-0.140991,-0.469383,0.839801,0.062513,-0.894843,0.6301,-0.156398,-0.456825
32,0.827518,0.083662,-0.898474,0.596468,-0.128321,-0.502682,0.822085,0.086326,-0.903159,0.621582,-0.156566,-0.489396,0.812918,0.071007,-0.902462,0.639937,-0.154351,-0.48362,0.827155,0.085714,-0.896731,0.595745,-0.161045,-0.470262
33,0.810292,0.097616,-0.921432,0.639021,-0.137354,-0.469475,0.805536,0.097165,-0.915409,0.620065,-0.129025,-0.479774,0.81276,0.104615,-0.910483,0.616387,-0.12689,-0.48622,0.817963,0.096707,-0.90047,0.631501,-0.126741,-0.492979
34,0.800057,0.109298,-0.922723,0.622797,-0.124197,-0.479619,0.797394,0.1161,-0.920185,0.609178,-0.120337,-0.49086,0.790481,0.123179,-0.923506,0.607056,-0.104475,-0.480036,0.800307,0.11109,-0.919547,0.616397,-0.116901,-0.511834
35,0.797201,0.135861,-0.927108,0.596862,-0.098407,-0.498063,0.784444,0.132722,-0.919858,0.622466,-0.097406,-0.518592,0.802249,0.135645,-0.927602,0.608804,-0.092112,-0.504183,0.784532,0.138361,-0.919204,0.616602,-0.116556,-0.49148
36,0.773333,0.158443,-0.926465,0.58486,-0.084762,-0.511846,0.772832,0.147823,-0.924908,0.600059,-0.094567,-0.498515,0.77961,0.149726,-0.935223,0.600923,-0.10969,-0.507378,0.771683,0.154271,-0.937198,0.606533,-0.094056,-0.506155
37,0.767013,0.166576,-0.940543,0.612477,-0.080161,-0.540102,0.767102,0.176382,-0.935,0.594087,-0.084342,-0.523872,0.772963,0.180747,-0.937463,0.601661,-0.072415,-0.521733,0.77529,0.178746,-0.939413,0.610006,-0.100384,-0.510507
38,0.750576,0.180933,-0.946045,0.590583,-0.077707,-0.529042,0.755386,0.191686,-0.947736,0.605397,-0.06232,-0.529569,0.754992,0.191291,-0.950727,0.575588,-0.082157,-0.524612,0.74774,0.185438,-0.947465,0.589973,-0.073969,-0.536089
39,0.73888,0.208246,-0.947873,0.58816,-0.043146,-0.540894,0.749608,0.210279,-0.951039,0.615113,-0.054731,-0.542275,0.736961,0.213533,-0.943135,0.586266,-0.050921,-0.525341,0.751405,0.202341,-0.945485,0.59778,-0.044815,-0.544842
40,0.733932,0.230095,-0.946032,0.599718,-0.056786,-0.541271,0.721466,0.230238,-0.953001,0.586274,-0.05072,-0.547342,0.73028,0.228041,-0.964824,0.590642,-0.031931,-0.554999,0.733742,0.231223,-0.964348,0.57512,-0.055849,-0.534667
41,0.718229,0.245235,-0.962633,0.565361,-0.024267,-0.546437,0.71581,0.251416,-0.964033,0.583238,-0.039559,-0.543108,0.722988,0.241919,-0.965642,0.571479,-0.037484,-0.550042,0.714465,0.252653,-0.964154,0.565739,-0.029789,-0.546669
42,0.697795,0.263518,-0.96707,0.5622,-0.023596,-0.549331,0.700367,0.245203,-0.966179,0.569994,-0.012006,-0.544424,0.708143,0.275747,-0.95967,0.584903,-0.025697,-0.553197,0.70304,0.266688,-0.971755,0.566845,0.008239,-0.54748
43,0.687356,0.285555,-0.970472,0.56426,-0.005576,-0.579789,0.693139,0.275069,-0.981713,0.562839,-0.019346,-0.546133,0.686665,0.27689,-0.973417,0.572897,-0.017751,-0.549315,0.688553,0.292182,-0.969235,0.57352,-0.000659,-0.563296
44,0.668775,0.297899,-0.983078,0.576444,0.007199,-0.54853,0.67466,0.30077,-0.976287,0.57171,0.004936,-0.586581,0.676398,0.298008,-0.977701,0.560265,0.004037,-0.561854,0.679899,0.307672,-0.987376,0.556214,-0.001294,-0.581515
45,0.651842,0.324482,-0.98362,0.553135,0.033158,-0.557973,0.655156,0.324097,-0.980347,0.554063,0.010609,-0.574676,0.655359,0.328266,-0.979836,0.56056,0.01679,-0.553233,0.660978,0.318154,-0.979035,0.5603,0.010654,-0.579286
46,0.64758,0.338695,-0.985638,0.554605,0.030713,-0.584629,0.644407,0.333426,-0.989502,0.537836,0.028446,-0.565712,0.643753,0.33923,-0.98013,0.542982,-0.005334,-0.583542,0.652233,0.334441,-0.972093,0.567189,0.021479,-0.572111
47,0.638302,0.350276,-0.986225,0.542686,0.054574,-0.590744,0.629407,0.358976,-0.986629,0.540386,0.034551,-0.570208,0.633318,0.343133,-0.980673,0.53703,0.02628,-0.561409,0.646063,0.354865,-0.988507,0.530236,0.046054,-0.570701
48,0.620524,0.368385,-0.992731,0.552703,0.052479,-0.589424,0.615461,0.375527,-0.984867,0.534409,0.057125,-0.571457,0.619842,0.377955,-0.980316,0.528686,0.042345,-0.590169,0.622738,0.373349,-0.986972,0.532278,0.047367,-0.581511
49,0.612555,0.392486,-0.991911,0.545979,0.051226,-0.583466,0.602913,0.386885,-0.987003,0.511983,0.074232,-0.585775,0.6041,0.393312,-0.996514,0.539057,0.0634,-0.591505,0.601994,0.388441,-0.998848,0.521251,0.0674,-0.598187
50,0.587774,0.405335,-1.007261,0.505536,0.07164,-0.593365,0.579254,0.413842,-0.989498,0.529964,0.082842,-0.585363,0.589618,0.404814,-1.001925,0.517168,0.086004,-0.588816,0.588912,0.410046,-0.998945,0.521616,0.080901,-0.604609
51,0.574292,0.428545,-0.999796,0.503582,0.09679,-0.595593,0.573979,0.425263,-0.997567,0.52203,0.102698,-0.607253,0.575352,0.426944,-1.002664,0.506355,0.11076,-0.600179,0.566112,0.419301,-0.999199,0.519444,0.076938,-0.61631
52,0.562761,0.446957,-1.001416,0.513757,0.101612,-0.591068,0.55001,0.440805,-0.99814,0.508343,0.08815,-0.606589,0.558478,0.435264,-1.008771,0.499261,0.101764,-0.602238,0.553594,0.443596,-0.997858,0.510187,0.102298,-0.617117
53,0.547303,0.456884,-0.994785,0.510777,0.10942,-0.606981,0.53814,0.454338,-1.001301,0.501299,0.127704,-0.613334,0.538269,0.455247,-0.992692,0.501616,0.112997,-0.610511,0.539645,0.464971,-0.989366,0.499939,0.111474,-0.612994
54,0.520876,0.475262,-1.008175,0.497956,0.135331,-0.607071,0.520983,0.470723,-0.999129,0.504211,0.135338,-0.618429,0.526789,0.472561,-0.996304,0.493004,0.134141,-0.621571,0.528886,0.476275,-0.990853,0.486199,0.127881,-0.620608
55,0.504144,0.495497,-0.998252,0.493956,0.157975,-0.6172,0.508337,0.4931,-1.002856,0.484576,0.137703,-0.629622,0.509628,0.483697,-0.996746,0.484865,0.151432,-0.634945,0.508586,0.496222,-1.005424,0.487317,0.137761,-0.626927
56,0.49658,0.504897,-0.998446,0.48818,0.13858,-0.633129,0.492065,0.506112,-1.00192,0.46296,0.143941,-0.614942,0.491412,0.5044,-1.000377,0.484559,0.133215,-0.627049,0.49177,0.50646,-1.000594,0.481136,0.155043,-0.616183
57,0.476217,0.525034,-0.988081,0.48983,0.153467,-0.644488,0.476895,0.524136,-1.006564,0.453461,0.175534,-0.628521,0.474224,0.530521,-0.999541,0.487554,0.145435,-0.621017,0.478977,0.516811,-0.997418,0.468326,0.155087,-0.625997
58,0.455646,0.530254,-0.998957,0.444706,0.160355,-0.629633,0.453885,0.544707,-1.00395,0.470327,0.169727,-0.639781,0.454189,0.529586,-0.998302,0.449107,0.167402,-0.628643,0.466086,0.543786,-1.000736,0.472553,0.174544,-0.621941
59,0.445349,0.557142,-1.008799,0.45015,0.180532,-0.640323,0.444612,0.551882,-0.993386,0.44034,0.176352,-0.630142,0.445656,0.549558,-1.004816,0.448947,0.18839,-0.657047,0.442461,0.545703,-1.00781,0.448524,0.182159,-0.638715
60,0.423619,0.575044,-0.997122,0.45138,0.18066,-0.629714,0.42046,0.578014,-0.997656,0.459128,0.209843,-0.634178,0.415802,0.567785,-1.001099,0.457996,0.193696,-0.618327,0.42317,0.574181,-0.998801,0.440815,0.196653,-0.654973
61,0.405743,0.595979,-0.990754,0.424538,0.217557,-0.645848,0.40426,0.58399,-1.002853,0.404387,0.205235,-0.657452,0.40769,0.594608,-0.988927,0.432801,0.210338,-0.638182,0.411903,0.584055,-0.984268,0.421647,0.23084,-0.629997
62,0.385127,0.602718,-0.988654,0.422659,0.213098,-0.634172,0.394179,0.602572,-1.00232,0.435511,0.225874,-0.657699,0.391622,0.608629,-0.993005,0.413252,0.216071,-0.639425,0.390037,0.596073,-0.995092,0.41058,0.223669,-0.645324
63,0.372426,0.614161,-0.981719,0.427814,0.244911,-0.637004,0.374361,0.617458,-0.991167,0.434111,0.228307,-0.655206,0.369592,0.609975,-0.989451,0.411291,0.229736,-0.652149,0.370456,0.615972,-1.002684,0.409068,0.236156,-0.63017
64,0.356939,0.631867,-0.983389,0.387716,0.230583,-0.633466,0.361677,0.630286,-0.986653,0.393738,0.245837,-0.65153,0.35842,0.633363,-0.989384,0.401009,0.242637,-0.655884,0.352794,0.632207,-0.986643,0.407254,0.238202,-0.651319
65,0.340821,0.641311,-0.989209,0.404614,0.262699,-0.654991,0.334437,0.64032,-0.988024,0.395968,0.252817,-0.663558,0.341537,0.647418,-0.980607,0.386903,0.261278,-0.649236,0.334706,0.635231,-0.983809,0.398832,0.277545,-0.661806
66,0.316573,0.654896,-0.981311,0.399351,0.279765,-0.638059,0.317806,0.650666,-0.977285,0.37945,0.276231,-0.641953,0.321412,0.656406,-0.977775,0.374716,0.269,-0.648761,0.3191,0.663963,-0.979829,0.386636,0.277149,-0.626325
67,0.306023,0.678944,-0.980014,0.365262,0.272188,-0.648247,0.303716,0.676006,-0.976716,0.37347,0.263623,-0.659382,0.300511,0.667446,-0.971657,0.361509,0.281464,-0.636292,0.299938,0.664298,-0.965262,0.376406,0.274698,-0.650147
68,0.288942,0.683275,-0.978219,0.343046,0.30045,-0.63874,0.289621,0.691263,-0.97071,0.369576,0.295224,-0.641039,0.279557,0.682376,-0.977011,0.361596,0.291404,-0.648778,0.290335,0.683081,-0.976344,0.370687,0.294204,-0.65401
69,0.263479,0.703521,-0.966877,0.339891,0.287182,-0.630123,0.268193,0.702383,-0.96633,0.353491,0.296021,-0.654141,0.275351,0.70229,-0.961585,0.357951,0.293569,-0.647168,0.256993,0.703989,-0.968841,0.362071,0.302699,-0.681143
70,0.249817,0.711828,-0.967367,0.326426,0.324904,-0.648646,0.260251,0.715784,-0.960728,0.346584,0.314932,-0.647893,0.25116,0.714227,-0.959188,0.331802,0.320343,-0.665883,0.252481,0.716576,-0.965907,0.326632,0.295181,-0.644892
71,0.226252,0.733465,-0.952907,0.341794,0.324065,-0.654802,0.238298,0.729939,-0.959749,0.341073,0.310463,-0.665929,0.231738,0.731143,-0.965254,0.327042,0.330442,-0.645787,0.222706,0.73238,-0.960333,0.323178,0.308655,-0.661891
72,0.205779,0.743844,-0.94551,0.312844,0.311791,-0.658709,0.227489,0.735677,-0.95612,0.309291,0.322821,-0.649557,0.205679,0.74073,-0.945385,0.315773,0.320878,-0.65886,0.206214,0.742782,-0.949148,0.311502,0.310824,-0.649497
73,0.193685,0.754017,-0.955066,0.313567,0.336082,-0.650458,0.189472,0.747468,-0.952882,0.317234,0.343831,-0.657192,0.188489,0.748339,-0.950691,0.308095,0.338554,-0.635944,0.197695,0.758586,-0.944466,0.307246,0.331175,-0.641841
74,0.178361,0.759963,-0.945185,0.27912,0.36595,-0.63229,0.177043,0.775196,-0.939934,0.307003,0.3535,-0.654826,0.178596,0.773061,-0.948643,0.32495,0.344567,-0.663808,0.178285,0.769973,-0.944213,0.309618,0.339109,-0.627296
75,0.15573,0.772393,-0.934499,0.288353,0.369013,-0.647722,0.159069,0.779761,-0.929695,0.298047,0.367342,-0.644072,0.157838,0.774026,-0.945068,0.286517,0.358598,-0.640177,0.159204,0.781274,-0.936169,0.273218,0.36795,-0.654995
76,0.130223,0.788927,-0.924949,0.272402,0.368095,-0.665207,0.134582,0.792611,-0.936685,0.279818,0.370816,-0.658414,0.136333,0.794545,-0.938939,0.271173,0.386364,-0.653597,0.144002,0.78577,-0.935633,0.301677,0.374826,-0.638108
77,0.114409,0.804805,-0.921523,0.280168,0.399476,-0.643166,0.12701,0.799614,-0.915882,0.25285,0.373414,-0.646903,0.124843,0.793523,-0.906613,0.265275,0.379586,-0.66786,0.10769,0.802814,-0.922685,0.269561,0.373909,-0.635739
78,0.104562,0.811806,-0.913936,0.260663,0.392574,-0.641765,0.099611,0.804653,-0.912859,0.261655,0.39227,-0.663443,0.098221,0.818004,-0.905118,0.258522,0.388,-0.638389,0.1082,0.798755,-0.922128,0.263178,0.384973,-0.656444
79,0.079325,0.829416,-0.902175,0.240305,0.401328,-0.641816,0.085306,0.81139,-0.901481,0.23751,0.417986,-0.659485,0.085131,0.81879,-0.912627,0.250053,0.406985,-0.644148,0.08458,0.828098,-0.90571,0.247949,0.394265,-0.642509
80,0.071465,0.832304,-0.896878,0.22039,0.42269,-0.633134,0.065571,0.826765,-0.895931,0.225533,0.406536,-0.626122,0.060621,0.83664,-0.898302,0.232493,0.416732,-0.64496,0.068348,0.832723,-0.895662,0.223714,0.40043,-0.640504
81,0.039321,0.844028,-0.891295,0.234023,0.432495,-0.644283,0.038481,0.844877,-0.884295,0.211686,0.428657,-0.641753,0.052011,0.844752,-0.891867,0.208713,0.428781,-0.651475,0.04658,0.844948,-0.885129,0.216509,0.413603,-0.609936
82,0.020878,0.855164,-0.882209,0.21221,0.430316,-0.638113,0.019231,0.852779,-0.884257,0.193408,0.441142,-0.654366,0.029234,0.85652,-0.881855,0.206378,0.423635,-0.641226,0.02259,0.854635,-0.877706,0.20326,0.424921,-0.646469
83,0.002849,0.861999,-0.872274,0.18403,0.441448,-0.635618,0.005658,0.866116,-0.873275,0.194163,0.429239,-0.626909,0.0072,0.872258,-0.859824,0.209975,0.467589,-0.639079,0.006794,0.864361,-0.857613,0.192839,0.469302,-0.631901
84,-0.013014,0.880473,-0.853801,0.181141,0.436222,-0.647813,-0.016103,0.871907,-0.858201,0.16424,0.463979,-0.628687,-0.010089,0.878821,-0.860815,0.166931,0.440489,-0.644809,-0.008437,0.874008,-0.852863,0.178947,0.4524,-0.635353
85,-0.03282,0.882058,-0.854288,0.182268,0.469049,-0.626285,-0.034322,0.879905,-0.839269,0.192103,0.449483,-0.634702,-0.025961,0.882939,-0.850139,0.167037,0.458136,-0.63089,-0.02042,0.880684,-0.845547,0.181849,0.454555,-0.625933
86,-0.047562,0.888169,-0.842183,0.161861,0.471997,-0.626924,-0.048235,0.898343,-0.844918,0.152797,0.470437,-0.620352,-0.059128,0.884566,-0.844672,0.164691,0.46148,-0.629198,-0.059301,0.897893,-0.844858,0.151818,0.468182,-0.64348
87,-0.063471,0.899647,-0.828461,0.150294,0.472102,-0.627335,-0.054649,0.901578,-0.837684,0.145114,0.476159,-0.646208,-0.067757,0.890417,-0.824721,0.144454,0.480422,-0.620305,-0.059361,0.894257,-0.825412,0.140412,0.485349,-0.61072
88,-0.095226,0.905636,-0.821465,0.134427,0.502034,-0.608149,-0.089061,0.906219,-0.820419,0.14272,0.499549,-0.612769,-0.087713,0.908485,-0.819479,0.133896,0.480912,-0.629598,-0.092426,0.909072,-0.811636,0.140831,0.471571,-0.61306
89,-0.112301,0.915215,-0.80624,0.125741,0.492531,-0.594822,-0.10542,0.916316,-0.805127,0.131191,0.496852,-0.630355,-0.102985,0.91325,-0.817108,0.130289,0.484916,-0.598749,-0.109748,0.913954,-0.805147,0.11769,0.488139,-0.618056
90,-0.126952,0.919954,-0.796302,0.110714,0.491356,-0.631219,-0.123275,0.920599,-0.802559,0.121709,0.50427,-0.62232,-0.123143,0.924017,-0.794444,0.097468,0.520373,-0.610955,-0.128688,0.930622,-0.804702,0.109745,0.50071,-0.640293
91,-0.140139,0.938604,-0.774945,0.092203,0.493451,-0.598162,-0.138737,0.935167,-0.782984,0.109592,0.515713,-0.598415,-0.150057,0.932372,-0.776165,0.111969,0.509335,-0.627153,-0.141692,0.921277,-0.787123,0.09324,0.512874,-0.610608
92,-0.167743,0.934291,-0.772674,0.072553,0.518324,-0.601502,-0.157475,0.936533,-0.775567,0.080707,0.518077,-0.613097,-0.159985,0.93944,-0.776937,0.083988,0.504062,-0.596843,-0.163274,0.943708,-0.772234,0.092636,0.521624,-0.610229
93,-0.176001,0.944746,-0.766988,0.081016,0.522504,-0.596487,-0.170686,0.931662,-0.764498,0.076334,0.536108,-0.592542,-0.16899,0.948658,-0.769554,0.081064,0.514205,-0.584266,-0.180653,0.941124,-0.760711,0.06382,0.538939,-0.612778
94,-0.197633,0.953229,-0.757645,0.058148,0.528292,-0.58283,-0.196959,0.937445,-0.746579,0.063711,0.534931,-0.601621,-0.203728,0.955658,-0.747097,0.064686,0.52508,-0.601582,-0.203112,0.947382,-0.745779,0.068422,0.531572,-0.586657
95,-0.223687,0.95824,-0.736776,0.051437,0.529412,-0.593087,-0.224901,0.956463,-0.734989,0.065274,0.533924,-0.597886,-0.215879,0.950602,-0.736729,0.061266,0.521401,-0.577821,-0.224024,0.957073,-0.732577,0.052817,0.528896,-0.574518
96,-0.232941,0.953971,-0.727848,0.046883,0.551667,-0.578842,-0.238178,0.962451,-0.719085,0.040737,0.55424,-0.574322,-0.239461,0.96482,-0.718223,0.033741,0.544215,-0.57687,-0.240205,0.957614,-0.724797,0.030451,0.549182,-0.588529
97,-0.256705,0.955219,-0.707892,0.013384,0.550888,-0.601022,-0.250075,0.966346,-0.710736,0.024247,0.538987,-0.57962,-0.255715,0.974209,-0.709049,0.038754,0.572813,-0.573788,-0.258818,0.961296,-0.717826,0.025881,0.545102,-0.576913
98,-0.278566,0.973127,-0.697331,0.010804,0.544564,-0.557408,-0.270937,0.973125,-0.698203,0.022792,0.532585,-0.565769,-0.264976,0.975127,-0.695118,0.003148,0.582881,-0.564989,-0.271206,0.978138,-0.703296,0.032439,0.587531,-0.571357
99,-0.285792,0.97872,-0.67585,-0.010298,0.571088,-0.576271,-0.282603,0.978043,-0.682672,0.002496,0.551218,-0.566001,-0.286581,0.96514,-0.680117,0.014767,0.554857,-0.572781,-0.294801,0.976492,-0.685158,-0.006285,0.54749,-0.566455
100,-0.311944,0.980348,-0.666742,-0.011573,0.562291,-0.55931,-0.308869,0.980058,-0.675731,-0.007342,0.560992,-0.56126,-0.314254,0.982628,-0.667637,-0.006837,0.578829,-0.569655,-0.299646,0.983262,-0.668283,-0.023973,0.573839,-0.562713
101,-0.331285,0.988218,-0.65605,-0.052078,0.567262,-0.545253,-0.320099,0.983807,-0.651353,-0.035912,0.563312,-0.560289,-0.323092,0.978411,-0.659141,-0.019787,0.575792,-0.539391,-0.324781,0.985907,-0.653232,-0.039676,0.571418,-0.570937
