sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
21,0.919283,-0.122089,-0.797333,0.470361,-0.18411,-0.258551,0.916601,-0.126549,-0.793365,0.463136,-0.183582,-0.252903,0.917897,-0.127001,-0.80316,0.469387,-0.193006,-0.26657,0.924531,-0.138618,-0.801889,0.452805,-0.183156,-0.248698
22,0.915622,-0.112742,-0.803367,0.448776,-0.193234,-0.282081,0.919312,-0.105809,-0.803654,0.461779,-0.163638,-0.275489,0.916895,-0.112488,-0.810174,0.458683,-0.196087,-0.276186,0.914334,-0.103726,-0.805156,0.443889,-0.179442,-0.266646
23,0.908876,-0.094227,-0.811688,0.470539,-0.185871,-0.277368,0.907107,-0.098306,-0.822955,0.439429,-0.170755,-0.272902,0.910161,-0.087431,-0.81483,0.459152,-0.181343,-0.282299,0.905224,-0.079771,-0.817318,0.458959,-0.165281,-0.285526
24,0.901366,-0.074425,-0.821603,0.463017,-0.178569,-0.279197,0.900616,-0.074557,-0.826562,0.460867,-0.176102,-0.280303,0.89568,-0.061063,-0.829885,0.465526,-0.15313,-0.283693,0.901561,-0.071564,-0.832605,0.45395,-0.175419,-0.282762
25,0.889429,-0.054698,-0.841125,0.453503,-0.145147,-0.295447,0.89751,-0.04902,-0.84041,0.424218,-0.147526,-0.312792,0.88947,-0.051636,-0.841124,0.450633,-0.151807,-0.297932,0.897458,-0.056515,-0.839483,0.443924,-0.162178,-0.290185
26,0.881228,-0.03465,-0.84142,0.441063,-0.14709,-0.279393,0.880155,-0.032046,-0.845926,0.446163,-0.156422,-0.293597,0.885287,-0.039734,-0.843379,0.453746,-0.148229,-0.323544,0.879341,-0.030065,-0.845071,0.464272,-0.135852,-0.292905
27,0.875255,-0.012318,-0.869906,0.441216,-0.156909,-0.321017,0.874715,-0.008692,-0.853246,0.448836,-0.140972,-0.312598,0.867047,-0.016424,-0.861725,0.463174,-0.142826,-0.299853,0.872868,-0.017423,-0.857739,0.452627,-0.128443,-0.305881
28,0.864065,0.002931,-0.863828,0.449245,-0.132804,-0.321933,0.865662,0.004113,-0.870624,0.447564,-0.125648,-0.316766,0.859633,0.010631,-0.874286,0.448138,-0.120781,-0.319499,0.867586,0.004775,-0.871428,0.433018,-0.130093,-0.313401
29,0.863816,0.021308,-0.876455,0.443053,-0.098426,-0.317113,0.852029,0.023059,-0.876008,0.456187,-0.137926,-0.313753,0.851043,0.024557,-0.869141,0.45401,-0.121035,-0.314329,0.863847,0.020082,-0.875327,0.452853,-0.119947,-0.312621
30,0.846817,0.04922,-0.887414,0.458181,-0.113513,-0.317364,0.84741,0.051567,-0.892685,0.451161,-0.12239,-0.340109,0.840528,0.040751,-0.886108,0.437106,-0.104507,-0.318937,0.838979,0.041345,-0.898298,0.437211,-0.121898,-0.320678
31,0.835272,0.05518,-0.889176,0.44743,-0.110522,-0.330696,0.831441,0.053247,-0.897547,0.42599,-0.105266,-0.326795,0.830832,0.055135,-0.894253,0.433161,-0.108167,-0.325239,0.835779,0.058535,-0.905741,0.457546,-0.113925,-0.333704
32,0.819391,0.08336,-0.899698,0.441817,-0.087466,-0.327476,0.821427,0.082897,-0.894366,0.427259,-0.091824,-0.336561,0.821291,0.085021,-0.897337,0.441326,-0.110417,-0.324755,0.823355,0.07985,-0.911072,0.44676,-0.12368,-0.334549
33,0.801249,0.100025,-0.908165,0.435308,-0.09294,-0.357086,0.808324,0.098926,-0.908254,0.421743,-0.083287,-0.352804,0.815795,0.105656,-0.912415,0.444976,-0.079297,-0.359544,0.814538,0.089816,-0.907332,0.444153,-0.097801,-0.318829
34,0.804986,0.121174,-0.920991,0.43726,-0.080728,-0.366286,0.802891,0.114455,-0.914684,0.431168,-0.090137,-0.342842,0.809232,0.124503,-0.925538,0.43124,-0.092731,-0.362364,0.793496,0.125788,-0.918151,0.43362,-0.086441,-0.343962
35,0.790682,0.137353,-0.920291,0.432805,-0.072144,-0.337834,0.794331,0.135897,-0.935999,0.421946,-0.082936,-0.357891,0.791752,0.144245,-0.930967,0.407982,-0.054678,-0.364096,0.789244,0.139732,-0.92776,0.425514,-0.079225,-0.368908
36,0.784266,0.146225,-0.933446,0.420787,-0.067563,-0.346579,0.774246,0.157707,-0.930892,0.414699,-0.068693,-0.357772,0.788581,0.160754,-0.93172,0.416603,-0.069809,-0.345488,0.779997,0.147829,-0.932392,0.415528,-0.068658,-0.360835
37,0.764631,0.182477,-0.933722,0.407531,-0.057558,-0.368607,0.752765,0.173354,-0.945409,0.410572,-0.054296,-0.374032,0.768442,0.1765,-0.943099,0.435182,-0.046558,-0.355722,0.759974,0.175685,-0.943014,0.414786,-0.06316,-0.365228
38,0.756211,0.19024,-0.946479,0.422615,-0.056361,-0.362672,0.753626,0.199576,-0.944445,0.405141,-0.061141,-0.371571,0.752959,0.192895,-0.943966,0.42211,-0.061611,-0.353832,0.751677,0.191917,-0.939239,0.420488,-0.045765,-0.374504
39,0.737878,0.21807,-0.944698,0.410906,-0.036348,-0.386371,0.737197,0.207811,-0.952231,0.410013,-0.043964,-0.363834,0.738076,0.214575,-0.949438,0.406148,-0.039952,-0.377129,0.741147,0.2139,-0.949083,0.412595,-0.04073,-0.3723
40,0.730712,0.231872,-0.958189,0.422597,-0.038643,-0.362834,0.726887,0.226827,-0.951388,0.438214,-0.026437,-0.40479,0.725315,0.223536,-0.959903,0.406781,-0.057385,-0.386568,0.728281,0.221293,-0.962035,0.403255,-0.020682,-0.362493
41,0.71803,0.247573,-0.966557,0.393193,-0.015443,-0.376138,0.72242,0.248899,-0.962934,0.395976,-0.017065,-0.386427,0.717649,0.252389,-0.965692,0.386443,-0.017958,-0.392281,0.715265,0.232508,-0.967107,0.407229,-0.019909,-0.411564
42,0.707807,0.257573,-0.973958,0.406232,-0.007558,-0.403947,0.697403,0.265432,-0.956236,0.404682,-0.002774,-0.383879,0.708002,0.268332,-0.971506,0.414906,-0.013663,-0.376533,0.712351,0.265658,-0.964993,0.400062,-0.023039,-0.387052
43,0.695568,0.285275,-0.974633,0.409234,-0.003183,-0.384917,0.690189,0.29126,-0.972775,0.397275,-0.012377,-0.403032,0.689021,0.282281,-0.971004,0.382771,0.005278,-0.416518,0.691129,0.279306,-0.971793,0.400096,-0.000371,-0.395079
44,0.673974,0.295309,-0.967946,0.392973,-0.009994,-0.407162,0.676289,0.303875,-0.977752,0.386909,0.005852,-0.394879,0.679309,0.296508,-0.983956,0.389383,-0.002747,-0.41057,0.679425,0.296271,-0.973652,0.391353,0.014452,-0.387336
45,0.667432,0.315757,-0.992891,0.398621,0.011849,-0.419634,0.658145,0.317493,-0.973968,0.396512,0.012553,-0.404477,0.659185,0.317736,-0.97972,0.408949,0.0151,-0.400247,0.666785,0.316302,-0.98273,0.386848,0.001869,-0.404274
46,0.647421,0.341011,-0.977507,0.398562,0.036052,-0.409056,0.645575,0.340367,-0.988826,0.398872,0.00963,-0.415615,0.654545,0.341974,-0.97664,0.392634,0.00567,-0.411491,0.647419,0.338938,-0.992069,0.380992,0.014002,-0.41727
47,0.625653,0.351462,-0.985953,0.379435,0.027659,-0.410966,0.6386,0.352629,-0.987686,0.371552,0.013192,-0.409767,0.63163,0.353883,-0.985319,0.376123,0.035108,-0.410727,0.635236,0.339737,-0.995087,0.367894,0.020172,-0.399728
48,0.622296,0.368576,-0.990434,0.377755,0.052773,-0.407942,0.62429,0.36973,-0.986577,0.385127,0.016142,-0.397253,0.61836,0.363397,-0.98963,0.372073,0.032872,-0.41113,0.612504,0.374714,-0.995927,0.38353,0.053005,-0.39868
49,0.603872,0.390605,-0.987348,0.373834,0.038427,-0.435372,0.605318,0.391552,-0.994709,0.376533,0.041152,-0.41911,0.607265,0.390194,-0.989725,0.388759,0.042874,-0.430098,0.600893,0.383692,-0.994279,0.383058,0.039926,-0.431167
50,0.588145,0.402106,-0.985431,0.370252,0.052351,-0.429426,0.585108,0.397252,-0.995991,0.362755,0.058035,-0.434215,0.587796,0.407342,-1.000298,0.373697,0.077254,-0.406492,0.580507,0.40936,-0.995615,0.367322,0.050847,-0.410297
51,0.568433,0.425296,-1.000486,0.352348,0.048156,-0.411338,0.576075,0.415595,-1.001793,0.364617,0.05803,-0.437614,0.577926,0.432782,-0.993338,0.361838,0.067714,-0.427158,0.580526,0.434667,-1.000151,0.36312,0.048705,-0.430423
52,0.556634,0.445808,-0.998822,0.335841,0.080348,-0.414717,0.554053,0.437322,-0.993234,0.350028,0.066277,-0.448393,0.55853,0.442434,-0.999524,0.346683,0.048029,-0.427053,0.550799,0.443994,-0.990468,0.341367,0.080971,-0.428881
53,0.546796,0.453996,-0.995167,0.370174,0.085263,-0.430489,0.53594,0.45738,-0.99824,0.333174,0.068065,-0.414462,0.529677,0.457161,-1.001599,0.345542,0.080497,-0.432292,0.546486,0.447851,-1.000387,0.351748,0.080666,-0.436198
54,0.53319,0.47831,-1.000617,0.364699,0.090603,-0.427622,0.528929,0.471692,-0.999077,0.350703,0.099026,-0.442721,0.530215,0.474836,-0.998502,0.345479,0.094271,-0.441033,0.518902,0.479698,-0.992067,0.362372,0.094443,-0.424512
55,0.51438,0.477718,-1.004843,0.328735,0.084305,-0.432196,0.510768,0.487037,-1.003293,0.352146,0.09157,-0.433195,0.514785,0.494937,-1.006729,0.348739,0.088734,-0.442887,0.503421,0.498053,-1.000849,0.337966,0.090271,-0.445158
56,0.492778,0.509833,-0.991685,0.317319,0.080868,-0.450418,0.492818,0.509281,-0.995344,0.318112,0.106787,-0.438224,0.487152,0.510945,-1.00203,0.334248,0.105602,-0.450423,0.498168,0.504432,-0.988987,0.339221,0.115192,-0.444052
57,0.485295,0.530387,-1.001101,0.328621,0.121312,-0.457149,0.477588,0.523037,-1.000159,0.339071,0.115082,-0.437286,0.466069,0.520233,-0.995632,0.338289,0.110662,-0.451727,0.476763,0.516216,-1.001875,0.328262,0.111921,-0.453138
58,0.463743,0.541817,-0.987496,0.344531,0.118898,-0.442122,0.453334,0.545647,-0.993113,0.337793,0.130518,-0.440417,0.459128,0.543999,-1.003694,0.330361,0.136404,-0.46337,0.457477,0.533053,-0.992596,0.318095,0.131646,-0.435647
59,0.443148,0.541281,-1.002354,0.314381,0.138016,-0.460571,0.4469,0.55557,-1.001289,0.319126,0.130829,-0.449477,0.431943,0.548713,-0.996587,0.316285,0.13786,-0.452604,0.447892,0.562464,-0.992363,0.318023,0.119794,-0.439008
60,0.425163,0.569427,-0.995903,0.326261,0.134135,-0.459557,0.428555,0.567446,-0.987153,0.3165,0.138926,-0.451681,0.424035,0.569331,-0.996649,0.311422,0.156306,-0.466839,0.429548,0.57277,-0.999769,0.330779,0.140206,-0.442709
61,0.410493,0.586858,-0.98983,0.29026,0.131072,-0.450697,0.404095,0.594181,-0.995328,0.301059,0.137575,-0.443131,0.413241,0.592515,-0.992594,0.311117,0.150433,-0.43823,0.409139,0.589808,-0.990267,0.296467,0.153519,-0.446452
62,0.394342,0.5993,-0.992115,0.297578,0.144241,-0.446019,0.3948,0.609193,-0.996815,0.296036,0.159191,-0.450165,0.391415,0.604415,-0.984262,0.288326,0.155536,-0.440381,0.379227,0.604339,-0.99953,0.280474,0.145642,-0.447926
63,0.381575,0.609514,-0.98919,0.297076,0.151731,-0.450603,0.374709,0.611156,-0.990186,0.306691,0.176806,-0.447847,0.379879,0.618562,-0.988764,0.288056,0.161329,-0.441183,0.370459,0.612528,-0.988335,0.276575,0.148413,-0.474985
64,0.355056,0.634345,-0.993315,0.278072,0.177919,-0.462524,0.353588,0.627963,-0.987259,0.281046,0.172266,-0.461394,0.363602,0.635535,-0.997511,0.286157,0.172417,-0.461128,0.362846,0.634971,-0.987769,0.254634,0.174753,-0.458737
65,0.343934,0.646269,-0.983428,0.291886,0.17509,-0.447679,0.333597,0.645548,-0.983473,0.26891,0.190083,-0.455232,0.334272,0.656996,-0.98494,0.275965,0.187824,-0.461734,0.336767,0.644061,-0.98658,0.284274,0.158449,-0.452506
66,0.317029,0.658558,-0.973131,0.294116,0.187901,-0.44541,0.319116,0.655174,-0.972561,0.242242,0.194497,-0.46723,0.318853,0.66163,-0.975776,0.267592,0.207821,-0.444376,0.326903,0.650899,-0.977294,0.261837,0.176281,-0.44689
67,0.305859,0.672901,-0.967894,0.247507,0.185224,-0.451401,0.312081,0.668434,-0.972189,0.250597,0.189932,-0.469608,0.301923,0.674135,-0.978277,0.274944,0.204012,-0.444319,0.293441,0.670034,-0.977765,0.252999,0.217876,-0.460558
68,0.284644,0.692387,-0.967242,0.251975,0.194377,-0.456616,0.277716,0.683348,-0.975556,0.248895,0.204079,-0.467783,0.286833,0.692945,-0.968345,0.264011,0.195902,-0.457514,0.283216,0.677631,-0.978242,0.243938,0.190513,-0.467334
69,0.267974,0.709359,-0.965467,0.244977,0.208419,-0.462308,0.267623,0.706766,-0.972741,0.241987,0.207626,-0.458916,0.261573,0.699796,-0.962932,0.242231,0.214365,-0.451749,0.269363,0.707624,-0.961927,0.241229,0.230364,-0.458927
70,0.253704,0.717784,-0.961114,0.230851,0.209648,-0.448945,0.243331,0.720949,-0.972527,0.244352,0.225287,-0.470433,0.249928,0.71817,-0.965045,0.226117,0.22964,-0.453816,0.23886,0.708514,-0.957095,0.249468,0.212524,-0.448776
71,0.222771,0.73181,-0.961975,0.232994,0.221143,-0.470913,0.228896,0.718093,-0.958244,0.23807,0.235476,-0.442811,0.226786,0.735803,-0.948601,0.24745,0.23435,-0.45327,0.236034,0.734808,-0.95404,0.248946,0.220195,-0.449325
72,0.217375,0.732617,-0.943906,0.22529,0.239279,-0.467164,0.217826,0.743321,-0.964154,0.231224,0.245354,-0.465461,0.217103,0.735362,-0.939327,0.228535,0.219546,-0.451809,0.217992,0.736492,-0.959582,0.211535,0.231469,-0.475656
73,0.196137,0.749929,-0.939465,0.205354,0.221876,-0.456265,0.184294,0.753383,-0.948737,0.198276,0.223282,-0.457979,0.18981,0.750178,-0.937214,0.225646,0.247134,-0.45846,0.194899,0.748677,-0.950183,0.207116,0.249556,-0.453087
74,0.177704,0.764115,-0.941815,0.213414,0.230279,-0.443648,0.179299,0.767196,-0.935243,0.216788,0.244147,-0.461907,0.170051,0.774368,-0.942274,0.225692,0.254661,-0.456361,0.176468,0.762866,-0.940901,0.235878,0.251793,-0.460623
75,0.15901,0.782003,-0.928456,0.2064,0.25765,-0.471728,0.155975,0.768944,-0.933864,0.208161,0.264199,-0.455385,0.158652,0.775759,-0.934139,0.201171,0.262731,-0.454438,0.155258,0.779398,-0.934191,0.210185,0.269641,-0.466707
76,0.144582,0.791982,-0.926324,0.209552,0.263682,-0.446647,0.136475,0.79374,-0.930503,0.164539,0.262871,-0.454485,0.132816,0.787985,-0.94114,0.20671,0.267458,-0.449563,0.142486,0.785442,-0.925396,0.195528,0.273626,-0.454922
77,0.112677,0.801325,-0.927728,0.192395,0.25309,-0.451687,0.121503,0.791449,-0.920207,0.177456,0.254159,-0.472296,0.124336,0.803528,-0.920837,0.20001,0.264938,-0.456394,0.118656,0.800875,-0.921057,0.165739,0.278164,-0.4901
78,0.104179,0.811638,-0.917413,0.186298,0.267375,-0.458427,0.106201,0.81762,-0.915052,0.191975,0.273606,-0.440918,0.108527,0.813185,-0.916684,0.19147,0.278432,-0.46127,0.102185,0.814056,-0.908927,0.162806,0.270606,-0.457691
79,0.073683,0.827487,-0.903992,0.158535,0.283214,-0.45688,0.07946,0.81682,-0.899669,0.173714,0.265307,-0.446374,0.079079,0.828389,-0.902714,0.163759,0.289712,-0.458103,0.082883,0.825926,-0.89532,0.18593,0.275771,-0.441171
80,0.055683,0.834907,-0.885813,0.158023,0.283737,-0.447937,0.059938,0.82452,-0.899314,0.164146,0.293764,-0.447772,0.06887,0.830711,-0.89474,0.162424,0.310868,-0.441711,0.061837,0.840215,-0.904002,0.158842,0.313588,-0.448558
81,0.034034,0.84639,-0.884981,0.156303,0.325906,-0.456916,0.050111,0.843157,-0.882675,0.168748,0.297922,-0.436269,0.047588,0.840813,-0.887911,0.157326,0.301158,-0.450693,0.054601,0.843885,-0.881013,0.128619,0.302669,-0.441638
82,0.035304,0.85659,-0.876343,0.16633,0.308617,-0.471651,0.024688,0.867512,-0.866539,0.146007,0.308598,-0.44205,0.021626,0.850826,-0.879574,0.155114,0.293443,-0.444322,0.023533,0.860915,-0.876333,0.153845,0.310098,-0.457078
83,0.014899,0.859864,-0.862323,0.132803,0.313273,-0.445728,0.003427,0.862238,-0.873922,0.149185,0.321439,-0.448039,0.013611,0.866323,-0.870819,0.132233,0.332733,-0.451125,0.009404,0.86402,-0.871414,0.133852,0.301984,-0.45523
84,-0.017136,0.869219,-0.855748,0.140942,0.287378,-0.429009,-0.018587,0.881406,-0.858192,0.139365,0.312963,-0.461504,-0.010548,0.877486,-0.8653,0.1302,0.308133,-0.457332,-0.014456,0.883247,-0.864897,0.129796,0.31197,-0.428952
85,-0.030069,0.880042,-0.859216,0.134352,0.325656,-0.441894,-0.034351,0.888669,-0.847743,0.12657,0.324272,-0.46399,-0.028784,0.873004,-0.856823,0.119151,0.326298,-0.437503,-0.03017,0.884722,-0.84733,0.124938,0.320173,-0.461996
86,-0.052356,0.896034,-0.848382,0.104093,0.333097,-0.436756,-0.04415,0.889836,-0.847387,0.106824,0.324004,-0.434006,-0.050727,0.89027,-0.846111,0.101981,0.323688,-0.448102,-0.043819,0.885365,-0.834532,0.121416,0.339425,-0.45756
87,-0.072605,0.894633,-0.831211,0.104342,0.32324,-0.43756,-0.07005,0.898306,-0.830857,0.097717,0.33929,-0.445781,-0.067454,0.902371,-0.833878,0.09526,0.325558,-0.445268,-0.069388,0.897601,-0.841483,0.102835,0.308052,-0.443298
88,-0.085266,0.910658,-0.811535,0.097878,0.325201,-0.435441,-0.087636,0.911279,-0.81365,0.090534,0.336044,-0.415386,-0.093829,0.910358,-0.811476,0.109006,0.33662,-0.441776,-0.092812,0.912703,-0.824399,0.099537,0.334629,-0.426061
89,-0.102621,0.912108,-0.811111,0.090657,0.351313,-0.450504,-0.112018,0.915392,-0.802687,0.086739,0.34283,-0.429779,-0.112967,0.913013,-0.807572,0.081973,0.354712,-0.437792,-0.10592,0.923634,-0.804454,0.063938,0.361652,-0.437057
90,-0.122079,0.91703,-0.79813,0.082306,0.338433,-0.439411,-0.130694,0.929558,-0.782112,0.069831,0.341415,-0.445545,-0.136124,0.920357,-0.79624,0.09162,0.35728,-0.423254,-0.129155,0.92615,-0.801392,0.087099,0.350579,-0.414367
91,-0.13628,0.927192,-0.777218,0.060492,0.371638,-0.420469,-0.13763,0.924815,-0.780007,0.089229,0.361037,-0.427248,-0.151708,0.923601,-0.789008,0.066416,0.358559,-0.428316,-0.145064,0.923787,-0.795231,0.072783,0.356341,-0.421884
92,-0.157552,0.934262,-0.770311,0.062525,0.35506,-0.422013,-0.159729,0.929249,-0.779539,0.061625,0.361552,-0.435341,-0.159172,0.930844,-0.767831,0.058939,0.372866,-0.422916,-0.164464,0.937956,-0.768951,0.065905,0.365889,-0.433527
93,-0.174907,0.939029,-0.758229,0.053154,0.366072,-0.428797,-0.18065,0.946865,-0.754389,0.054334,0.366679,-0.408643,-0.17991,0.946376,-0.755483,0.057337,0.373733,-0.421279,-0.181178,0.948927,-0.756881,0.057913,0.382727,-0.414901
94,-0.189576,0.945629,-0.746255,0.068638,0.362585,-0.411672,-0.197242,0.942006,-0.753466,0.041733,0.387023,-0.432976,-0.19824,0.943293,-0.75795,0.044079,0.371572,-0.405282,-0.204404,0.935018,-0.746809,0.042259,0.364321,-0.427933
95,-0.216868,0.957072,-0.7331,0.037356,0.385414,-0.421896,-0.22457,0.9539,-0.73141,0.040295,0.365492,-0.415874,-0.218095,0.951528,-0.741893,0.028906,0.38406,-0.397065,-0.216552,0.964625,-0.735428,0.033755,0.363149,-0.416587
96,-0.243596,0.968809,-0.723155,0.025436,0.38163,-0.403362,-0.23552,0.954022,-0.713911,0.033359,0.371028,-0.400035,-0.237602,0.957258,-0.716342,0.043199,0.382379,-0.415436,-0.239712,0.953666,-0.711906,0.023135,0.381478,-0.396182
97,-0.252474,0.961809,-0.708196,0.011695,0.375417,-0.395556,-0.262557,0.958368,-0.712767,0.03141,0.39954,-0.417685,-0.258061,0.96172,-0.705024,0.0237,0.370892,-0.410583,-0.251232,0.964814,-0.712766,0.027234,0.372618,-0.398251
98,-0.272554,0.972354,-0.692896,-0.0113,0.393918,-0.41677,-0.273913,0.970542,-0.699952,-0.012885,0.397086,-0.388991,-0.2741,0.967543,-0.692087,0.014079,0.396215,-0.404844,-0.278702,0.961353,-0.702676,0.023125,0.394579,-0.402997
99,-0.294476,0.966321,-0.689238,-0.016614,0.38913,-0.406901,-0.282586,0.977051,-0.687886,0.002736,0.394695,-0.404136,-0.297819,0.968642,-0.681884,0.001248,0.386943,-0.409225,-0.282599,0.975012,-0.680933,-0.004496,0.403925,-0.392099
100,-0.316732,0.979284,-0.668484,0.011186,0.400589,-0.375153,-0.306743,0.984431,-0.678435,-0.007794,0.406972,-0.382578,-0.303521,0.97628,-0.668005,0.001402,0.405834,-0.387761,-0.304047,0.97727,-0.668478,-0.017432,0.396157,-0.395049
101,-0.332394,0.981703,-0.650288,-0.004565,0.386778,-0.389104,-0.327648,0.981076,-0.653335,-0.011129,0.402594,-0.381137,-0.329493,0.980956,-0.652747,-0.021189,0.40519,-0.39106,-0.333382,0.974085,-0.661612,-0.005103,0.405483,-0.371135
