sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
10,0.973723,-0.332649,-0.658282,0.594664,-0.364117,-0.234034,0.984184,-0.325357,-0.658922,0.578101,-0.35145,-0.235914,0.9817,-0.331934,-0.648921,0.576549,-0.345147,-0.245841,0.98782,-0.330979,-0.66181,0.585831,-0.35375,-0.25102
11,0.978858,-0.31282,-0.664265,0.583822,-0.337669,-0.260133,0.977862,-0.306574,-0.667834,0.589206,-0.362322,-0.237249,0.977738,-0.304633,-0.660073,0.563292,-0.35211,-0.238035,0.979134,-0.31967,-0.66297,0.570011,-0.338872,-0.24225
12,0.969748,-0.292886,-0.68431,0.604466,-0.342711,-0.244074,0.973002,-0.299948,-0.679823,0.575619,-0.330604,-0.254815,0.979348,-0.293708,-0.671581,0.581776,-0.324631,-0.276285,0.977561,-0.296195,-0.685449,0.568865,-0.322531,-0.261403
13,0.969633,-0.283383,-0.687461,0.58838,-0.335735,-0.25469,0.965431,-0.276422,-0.703728,0.595871,-0.326481,-0.269754,0.969462,-0.268077,-0.685046,0.565659,-0.324286,-0.271713,0.973698,-0.271913,-0.696663,0.58819,-0.323011,-0.256859
14,0.969197,-0.251596,-0.702815,0.585347,-0.308827,-0.265311,0.960073,-0.259606,-0.709566,0.582849,-0.316729,-0.279278,0.96919,-0.260532,-0.704353,0.594564,-0.305813,-0.263597,0.973636,-0.259992,-0.706089,0.597049,-0.299389,-0.270419
15,0.962655,-0.242291,-0.728548,0.569722,-0.30055,-0.280344,0.963381,-0.231809,-0.727652,0.587908,-0.299823,-0.286138,0.958512,-0.238115,-0.72279,0.578768,-0.310056,-0.276419,0.958389,-0.236176,-0.723786,0.574808,-0.314789,-0.300253
16,0.959564,-0.217901,-0.730586,0.56815,-0.272909,-0.286191,0.964711,-0.21428,-0.740059,0.580051,-0.289759,-0.271942,0.961381,-0.215557,-0.732206,0.577964,-0.302374,-0.306246,0.958195,-0.225658,-0.725571,0.581216,-0.282734,-0.285405
17,0.93866,-0.20632,-0.747632,0.577476,-0.277717,-0.322828,0.9509,-0.203713,-0.749216,0.599314,-0.280985,-0.306039,0.947955,-0.200695,-0.751125,0.596841,-0.271635,-0.308059,0.94768,-0.196207,-0.739134,0.57988,-0.296385,-0.307357
18,0.942734,-0.189125,-0.757202,0.587424,-0.284402,-0.312353,0.938449,-0.177056,-0.761944,0.587519,-0.277248,-0.303525,0.948046,-0.188432,-0.76011,0.587307,-0.286379,-0.30929,0.93934,-0.181014,-0.763302,0.571564,-0.272597,-0.320034
19,0.935136,-0.166558,-0.764916,0.596359,-0.268972,-0.317582,0.939988,-0.163225,-0.770354,0.598619,-0.256346,-0.300713,0.947932,-0.175646,-0.765684,0.600935,-0.272787,-0.309169,0.935538,-0.162166,-0.767818,0.574562,-0.259945,-0.346592
20,0.926308,-0.142997,-0.777775,0.587249,-0.261284,-0.331777,0.932387,-0.142716,-0.78802,0.577827,-0.260539,-0.317428,0.93201,-0.148948,-0.780733,0.590963,-0.271012,-0.316357,0.930518,-0.14479,-0.78506,0.583539,-0.238883,-0.317523
21,0.928929,-0.127154,-0.793,0.58292,-0.240462,-0.331737,0.921528,-0.123359,-0.797044,0.599935,-0.245057,-0.337691,0.923357,-0.135766,-0.79861,0.582488,-0.243395,-0.323736,0.91244,-0.126912,-0.797754,0.589656,-0.236426,-0.339304
22,0.914512,-0.108451,-0.809177,0.604097,-0.228577,-0.337102,0.924345,-0.118887,-0.801806,0.610292,-0.22186,-0.347563,0.91303,-0.105829,-0.809056,0.598567,-0.208181,-0.354507,0.916713,-0.112241,-0.808782,0.600863,-0.230095,-0.335996
23,0.911359,-0.094182,-0.82264,0.580774,-0.225288,-0.361654,0.910683,-0.09345,-0.831416,0.585222,-0.226578,-0.349467,0.911827,-0.077071,-0.826548,0.572002,-0.207495,-0.371875,0.902154,-0.089173,-0.82179,0.584305,-0.246276,-0.351162
24,0.90092,-0.073335,-0.829204,0.574535,-0.199715,-0.380919,0.898634,-0.061075,-0.828953,0.569442,-0.205385,-0.363917,0.905481,-0.064101,-0.839162,0.593299,-0.213936,-0.37405,0.903107,-0.067209,-0.830502,0.589394,-0.203609,-0.355333
25,0.889273,-0.049999,-0.833107,0.57337,-0.194239,-0.377009,0.883356,-0.041289,-0.846516,0.576045,-0.188969,-0.376059,0.887486,-0.045004,-0.8437,0.580115,-0.189928,-0.376469,0.897908,-0.055894,-0.831811,0.596137,-0.211638,-0.376491
26,0.88189,-0.037601,-0.846913,0.573358,-0.197782,-0.368491,0.87943,-0.04183,-0.860493,0.569825,-0.213354,-0.376582,0.886292,-0.031926,-0.848562,0.574414,-0.183152,-0.378082,0.885184,-0.0372,-0.846506,0.575491,-0.191249,-0.372428
27,0.873893,-0.01921,-0.84815,0.587991,-0.182517,-0.38634,0.870285,-0.015789,-0.86382,0.576494,-0.187967,-0.383374,0.864807,-0.015816,-0.862906,0.578245,-0.159047,-0.382596,0.878694,-0.0205,-0.84579,0.570359,-0.19284,-0.384019
28,0.853399,0.00234,-0.861579,0.576738,-0.175277,-0.387083,0.865296,0.002457,-0.865371,0.587223,-0.181528,-0.388596,0.865723,0.005123,-0.866337,0.586465,-0.179491,-0.397156,0.865728,-0.002302,-0.874502,0.567511,-0.176555,-0.397906
29,0.853591,0.031517,-0.869614,0.554093,-0.168622,-0.405419,0.858432,0.02135,-0.874733,0.591315,-0.148863,-0.414539,0.847503,0.02549,-0.873684,0.570714,-0.15175,-0.419277,0.845983,0.030983,-0.871955,0.575899,-0.152951,-0.393372
30,0.843414,0.03714,-0.888933,0.554745,-0.148835,-0.411736,0.843559,0.052691,-0.886414,0.570511,-0.146154,-0.413017,0.847134,0.040702,-0.88043,0.567495,-0.142472,-0.409208,0.852934,0.043482,-0.886996,0.56542,-0.141273,-0.404603
31,0.839245,0.06541,-0.894083,0.559958,-0.124,-0.426421,0.83771,0.059356,-0.892734,0.591956,-0.115186,-0.426075,0.83274,0.061717,-0.894792,0.57583,-0.140744,-0.411116,0.832101,0.061212,-0.893157,0.567488,-0.146006,-0.426393
32,0.821208,0.083811,-0.902976,0.567492,-0.120569,-0.43618,0.816901,0.07799,-0.902521,0.550737,-0.121656,-0.429106,0.823717,0.081928,-0.897195,0.554412,-0.135044,-0.428762,0.826559,0.080064,-0.90461,0.563858,-0.119014,-0.431463
33,0.811808,0.096218,-0.913194,0.55333,-0.112553,-0.423371,0.814779,0.09687,-0.915829,0.539829,-0.117362,-0.437846,0.818304,0.090471,-0.909119,0.573184,-0.127095,-0.459061,0.814084,0.093093,-0.905216,0.554609,-0.103401,-0.450864
34,0.798936,0.115999,-0.922984,0.550449,-0.104908,-0.438642,0.80023,0.121647,-0.925546,0.549284,-0.100284,-0.449225,0.800824,0.118356,-0.917256,0.551633,-0.09754,-0.444076,0.807101,0.127496,-0.921772,0.547894,-0.098473,-0.446408
35,0.789242,0.137405,-0.923943,0.548753,-0.105806,-0.461925,0.791512,0.137818,-0.924833,0.560343,-0.090638,-0.451173,0.788911,0.134037,-0.921317,0.556386,-0.084276,-0.444408,0.795433,0.132714,-0.918415,0.548379,-0.090601,-0.454098
36,0.780422,0.148609,-0.933277,0.553757,-0.09282,-0.456917,0.778399,0.160818,-0.932399,0.54993,-0.0842,-0.453175,0.778076,0.16352,-0.924811,0.542621,-0.07189,-0.447676,0.778003,0.142224,-0.929501,0.548745,-0.094677,-0.456918
37,0.771418,0.176475,-0.943779,0.547374,-0.086369,-0.485263,0.763433,0.169634,-0.928228,0.534092,-0.066436,-0.44659,0.754648,0.178182,-0.946866,0.547426,-0.078367,-0.450553,0.777902,0.179313,-0.931287,0.558281,-0.059918,-0.456998
38,0.754473,0.189059,-0.945951,0.529654,-0.055384,-0.452881,0.757365,0.195669,-0.951834,0.539466,-0.068263,-0.492532,0.755336,0.180769,-0.937363,0.533305,-0.073933,-0.480521,0.756466,0.196358,-0.950023,0.535692,-0.035203,-0.462708
39,0.738285,0.202974,-0.95131,0.527302,-0.043368,-0.481262,0.752767,0.205788,-0.950017,0.552865,-0.067287,-0.471972,0.743811,0.211695,-0.95614,0.533932,-0.049535,-0.476139,0.738242,0.210278,-0.947632,0.543996,-0.047519,-0.473892
40,0.725624,0.229408,-0.952773,0.518297,-0.037797,-0.472601,0.725136,0.230385,-0.962117,0.545948,-0.056461,-0.496018,0.738594,0.238078,-0.957856,0.536597,-0.043101,-0.500578,0.737379,0.226414,-0.960732,0.511124,-0.037733,-0.490846
41,0.711761,0.241855,-0.962622,0.534713,-0.022424,-0.497204,0.710971,0.249025,-0.959126,0.518272,-0.039644,-0.503144,0.719526,0.250299,-0.968584,0.503675,-0.018992,-0.501512,0.712754,0.243907,-0.961524,0.510756,-0.016167,-0.477373
42,0.692157,0.267884,-0.967564,0.523584,-0.014558,-0.49166,0.707948,0.258278,-0.962792,0.533495,-0.007844,-0.490556,0.703742,0.265925,-0.968341,0.508601,-0.016947,-0.47995,0.705346,0.266131,-0.962468,0.511898,0.005678,-0.481459
43,0.684542,0.281181,-0.973414,0.505818,-0.013566,-0.524751,0.690518,0.27474,-0.974121,0.520992,-0.019059,-0.512327,0.693344,0.286764,-0.969912,0.518664,-0.007171,-0.511038,0.692957,0.281546,-0.967933,0.509991,0.009785,-0.489999
44,0.671388,0.299751,-0.974272,0.515353,-0.009457,-0.518232,0.675483,0.296949,-0.976165,0.51312,0.021956,-0.506331,0.674387,0.304193,-0.976913,0.503611,0.000722,-0.531061,0.670763,0.297722,-0.983902,0.512285,0.008567,-0.530361
45,0.657139,0.322296,-0.972732,0.509135,0.011249,-0.524068,0.661277,0.318962,-0.989268,0.50863,0.01272,-0.514491,0.664691,0.312754,-0.978667,0.495594,0.026074,-0.50618,0.665158,0.325061,-0.978233,0.49311,0.013689,-0.525469
46,0.639766,0.328312,-0.979007,0.498721,0.017125,-0.51814,0.660267,0.332768,-0.981552,0.511072,0.028507,-0.5271,0.646581,0.337916,-0.987282,0.501855,0.04272,-0.512053,0.649875,0.342778,-0.986108,0.488645,0.03108,-0.513775
47,0.633575,0.357907,-0.990329,0.493327,0.054589,-0.546035,0.6221,0.346582,-0.991785,0.492863,0.038088,-0.513064,0.628262,0.346159,-0.995394,0.488648,0.033548,-0.52225,0.620993,0.353143,-0.985034,0.515062,0.047169,-0.541077
48,0.623818,0.375662,-0.992501,0.497498,0.055018,-0.535438,0.617355,0.37245,-0.990421,0.473166,0.038325,-0.537752,0.616836,0.380687,-0.997561,0.464393,0.060927,-0.531731,0.621758,0.37414,-0.988485,0.467226,0.073802,-0.530979
49,0.599235,0.386929,-0.991582,0.461218,0.057592,-0.541985,0.593737,0.389126,-0.98587,0.467963,0.046678,-0.54138,0.606381,0.390631,-0.994356,0.471325,0.058123,-0.53954,0.604814,0.391766,-0.997895,0.473602,0.052718,-0.537263
50,0.587182,0.406951,-1.00226,0.470419,0.064367,-0.553782,0.578685,0.408335,-0.992965,0.468129,0.056308,-0.547526,0.588481,0.410977,-1.006078,0.474516,0.069717,-0.53401,0.581041,0.408614,-0.995554,0.460201,0.060581,-0.542848
51,0.581598,0.41699,-1.00349,0.477297,0.082589,-0.530851,0.569427,0.423583,-0.99134,0.44054,0.073538,-0.546628,0.571638,0.429472,-0.996678,0.463109,0.090605,-0.555992,0.573404,0.427739,-0.997088,0.499586,0.073345,-0.557269
52,0.558941,0.444836,-1.000295,0.459266,0.103098,-0.544975,0.551306,0.439785,-1.002344,0.439443,0.087763,-0.554552,0.545494,0.438926,-1.000797,0.456085,0.101621,-0.53965,0.556928,0.441274,-1.007621,0.460491,0.103415,-0.532291
53,0.534882,0.444587,-0.998948,0.445939,0.090945,-0.557353,0.538733,0.45802,-1.000841,0.454908,0.103969,-0.549818,0.545674,0.457901,-1.005248,0.453729,0.102433,-0.554152,0.543432,0.467217,-0.998288,0.448413,0.11981,-0.530632
54,0.529493,0.475417,-1.003325,0.433547,0.109681,-0.553436,0.513713,0.483348,-0.995484,0.440817,0.098883,-0.555545,0.52354,0.457102,-0.998209,0.443781,0.111574,-0.548762,0.521483,0.464262,-1.001007,0.429257,0.116187,-0.559387
55,0.507304,0.487735,-0.993218,0.430384,0.133842,-0.562298,0.509663,0.500927,-1.00755,0.432833,0.110852,-0.564153,0.511067,0.486153,-1.001959,0.437849,0.127195,-0.545137,0.50901,0.490955,-1.005722,0.432223,0.128676,-0.553253
56,0.496032,0.504619,-0.999199,0.434471,0.136389,-0.577324,0.488095,0.507423,-0.99606,0.417645,0.137994,-0.582812,0.490094,0.505783,-1.008428,0.414792,0.150315,-0.575531,0.489445,0.510066,-0.999007,0.42215,0.161523,-0.557513
57,0.472801,0.520475,-1.005939,0.431751,0.143123,-0.572795,0.47446,0.522206,-0.994829,0.411773,0.138032,-0.575829,0.479231,0.522202,-1.003101,0.434241,0.163161,-0.566503,0.476068,0.521814,-0.995656,0.421008,0.145912,-0.570377
58,0.456592,0.547557,-0.994524,0.413172,0.157629,-0.559041,0.461267,0.544643,-1.003231,0.414597,0.169616,-0.557753,0.453488,0.529479,-1.003922,0.40472,0.158329,-0.564367,0.464167,0.535128,-1.004669,0.411033,0.146686,-0.558553
59,0.438901,0.557434,-0.998376,0.403597,0.180499,-0.579975,0.446082,0.548186,-0.994901,0.422517,0.153061,-0.567662,0.441142,0.550827,-0.989851,0.410362,0.162835,-0.568586,0.448963,0.557909,-0.994822,0.417131,0.167963,-0.573694
60,0.417917,0.575338,-0.993347,0.389564,0.165528,-0.569544,0.422154,0.571477,-1.00106,0.391254,0.183214,-0.552737,0.421652,0.57,-1.00342,0.406377,0.184815,-0.57114,0.425042,0.572526,-0.991223,0.409651,0.181279,-0.558165
61,0.410491,0.584915,-0.998746,0.393398,0.181098,-0.591404,0.407145,0.588452,-0.998378,0.397861,0.184403,-0.565414,0.418997,0.601752,-1.001241,0.362249,0.180352,-0.568124,0.407936,0.58206,-0.99916,0.379876,0.200128,-0.575774
62,0.390285,0.59892,-0.993463,0.389027,0.203341,-0.570529,0.389501,0.604296,-0.992786,0.395925,0.210094,-0.570151,0.391095,0.602474,-0.983879,0.374451,0.193968,-0.577908,0.392881,0.603889,-0.992241,0.3786,0.21065,-0.584751
63,0.371877,0.625545,-0.992693,0.379408,0.210355,-0.579806,0.378617,0.612376,-0.991558,0.390403,0.220272,-0.582757,0.375014,0.614925,-0.992336,0.370725,0.220494,-0.582741,0.382389,0.61837,-0.987282,0.375269,0.200802,-0.582824
64,0.349212,0.619173,-0.980925,0.372177,0.209675,-0.586444,0.352714,0.624026,-0.984309,0.354362,0.227187,-0.588787,0.359604,0.636507,-0.9841,0.361032,0.231687,-0.577163,0.355918,0.63301,-0.991227,0.371544,0.221585,-0.573578
65,0.337128,0.64227,-0.983439,0.363951,0.235823,-0.591687,0.344468,0.64295,-0.985917,0.361337,0.225123,-0.57544,0.327597,0.63646,-0.989284,0.367684,0.22844,-0.598341,0.335855,0.647089,-0.990339,0.372926,0.224277,-0.580109
66,0.329854,0.660095,-0.976182,0.33715,0.244361,-0.5888,0.31223,0.655735,-0.98223,0.341225,0.246799,-0.582717,0.321883,0.65487,-0.981103,0.335924,0.23491,-0.589614,0.313765,0.656435,-0.993631,0.333959,0.242299,-0.575342
67,0.295681,0.677351,-0.975111,0.338346,0.235398,-0.574659,0.300295,0.679975,-0.971556,0.340258,0.238035,-0.583335,0.304683,0.679176,-0.980733,0.331794,0.246824,-0.591438,0.304279,0.677806,-0.980668,0.331486,0.25116,-0.581358
68,0.283566,0.691066,-0.972995,0.316735,0.252817,-0.589465,0.288046,0.691869,-0.973547,0.325589,0.239868,-0.57983,0.285168,0.696814,-0.966303,0.317978,0.267124,-0.576795,0.284646,0.683802,-0.975624,0.319261,0.252601,-0.589269
69,0.263114,0.70278,-0.968016,0.315604,0.266161,-0.592809,0.268515,0.710686,-0.961937,0.311221,0.254231,-0.590897,0.255251,0.702584,-0.962042,0.302066,0.27455,-0.560337,0.26514,0.69799,-0.968938,0.330411,0.272458,-0.590419
70,0.249034,0.715058,-0.960973,0.3052,0.259972,-0.58227,0.258552,0.714464,-0.960335,0.315976,0.270743,-0.593294,0.251523,0.720845,-0.957787,0.296602,0.267186,-0.59891,0.247349,0.702366,-0.960114,0.313134,0.270962,-0.583047
71,0.229391,0.737624,-0.947703,0.296911,0.298334,-0.602187,0.228617,0.73103,-0.951973,0.282502,0.28406,-0.576561,0.233349,0.727277,-0.953985,0.27989,0.287786,-0.566933,0.234612,0.723045,-0.959214,0.315195,0.293918,-0.577463
72,0.212555,0.732731,-0.95433,0.291264,0.297573,-0.587768,0.206726,0.736473,-0.949101,0.282385,0.307745,-0.572238,0.22013,0.740801,-0.94781,0.272342,0.292532,-0.589821,0.207562,0.737114,-0.952733,0.270969,0.308869,-0.589006
73,0.194772,0.744855,-0.945621,0.26156,0.301691,-0.58482,0.196023,0.740889,-0.95016,0.272255,0.308076,-0.599546,0.189578,0.754789,-0.938467,0.275273,0.288384,-0.595476,0.192012,0.756059,-0.950233,0.286054,0.297566,-0.603041
74,0.185431,0.766019,-0.94267,0.278012,0.302785,-0.586744,0.177819,0.763203,-0.944999,0.271644,0.301041,-0.586456,0.177702,0.761908,-0.938431,0.267354,0.327532,-0.602975,0.168926,0.757831,-0.942469,0.266559,0.338484,-0.591859
75,0.162374,0.77396,-0.929362,0.267635,0.320178,-0.586643,0.161478,0.778918,-0.930927,0.263115,0.33389,-0.601374,0.154028,0.781798,-0.933728,0.240469,0.333727,-0.595572,0.154511,0.776058,-0.935425,0.269448,0.316353,-0.586436
76,0.135122,0.783799,-0.923097,0.2478,0.32316,-0.568775,0.137073,0.787455,-0.936003,0.251428,0.339026,-0.581998,0.139768,0.781022,-0.926271,0.240373,0.318765,-0.577674,0.136368,0.79571,-0.915936,0.24226,0.3281,-0.579805
77,0.119083,0.799618,-0.92434,0.250924,0.352215,-0.575638,0.117627,0.795258,-0.916926,0.243426,0.331806,-0.572874,0.115417,0.801304,-0.916997,0.234952,0.354323,-0.59077,0.116788,0.80424,-0.917087,0.224687,0.348583,-0.564061
78,0.097422,0.822592,-0.917036,0.252703,0.350009,-0.58639,0.095108,0.810549,-0.914409,0.242612,0.353607,-0.583696,0.099032,0.810179,-0.905703,0.233417,0.342759,-0.589921,0.097577,0.813822,-0.907783,0.23002,0.350551,-0.574933
79,0.075203,0.820218,-0.913328,0.207898,0.357114,-0.584941,0.076249,0.821281,-0.895802,0.224601,0.367793,-0.582137,0.079058,0.820462,-0.907161,0.204846,0.36171,-0.579735,0.081096,0.81306,-0.895037,0.228279,0.371978,-0.582862
80,0.06682,0.839237,-0.89848,0.199328,0.377556,-0.602838,0.06467,0.840976,-0.895032,0.221133,0.361011,-0.605751,0.054765,0.830089,-0.896688,0.215116,0.373489,-0.566834,0.062355,0.836493,-0.892891,0.219451,0.369298,-0.59149
81,0.045998,0.848864,-0.887447,0.204978,0.369386,-0.587141,0.033901,0.841278,-0.883988,0.211672,0.376281,-0.573412,0.052151,0.848138,-0.883262,0.205092,0.398589,-0.5648,0.039064,0.839886,-0.883454,0.19996,0.390432,-0.587652
82,0.018929,0.850181,-0.876968,0.188383,0.386683,-0.56283,0.026115,0.845593,-0.876032,0.180501,0.379453,-0.583383,0.033413,0.84708,-0.881172,0.19041,0.380308,-0.577834,0.029629,0.851588,-0.877321,0.188244,0.390831,-0.576611
83,0.007022,0.862014,-0.867433,0.168147,0.395,-0.598153,0.012555,0.86121,-0.864568,0.154636,0.385967,-0.574554,0.00486,0.866938,-0.861533,0.169309,0.409057,-0.573639,0.019286,0.863606,-0.870938,0.189362,0.395107,-0.567547
84,-0.015662,0.871493,-0.861218,0.175693,0.389175,-0.556142,-0.015606,0.879339,-0.861297,0.159274,0.396524,-0.570274,-0.006412,0.875735,-0.849778,0.181157,0.411262,-0.582842,-0.016002,0.868041,-0.860325,0.153785,0.395433,-0.542394
85,-0.039827,0.882483,-0.846676,0.148492,0.414027,-0.566122,-0.02829,0.887918,-0.860373,0.143442,0.404673,-0.566832,-0.026235,0.881469,-0.856406,0.157107,0.421094,-0.563698,-0.032547,0.877958,-0.852305,0.163849,0.403209,-0.580661
86,-0.045712,0.892752,-0.841597,0.155754,0.430185,-0.557081,-0.044588,0.889769,-0.839852,0.156931,0.403424,-0.570218,-0.042326,0.889855,-0.84817,0.149489,0.409984,-0.571889,-0.048379,0.882442,-0.835334,0.136144,0.424076,-0.567769
87,-0.061728,0.906391,-0.83287,0.134871,0.426116,-0.556564,-0.068572,0.902516,-0.824987,0.136323,0.436847,-0.556106,-0.072966,0.897918,-0.829397,0.132382,0.406071,-0.565971,-0.068697,0.901434,-0.832304,0.132501,0.435555,-0.55624
88,-0.086046,0.903822,-0.819949,0.125938,0.42441,-0.560068,-0.096339,0.910452,-0.811417,0.119213,0.456211,-0.54781,-0.08884,0.903609,-0.81203,0.120499,0.417655,-0.565653,-0.084143,0.901324,-0.807042,0.129905,0.446854,-0.5604
89,-0.113471,0.911034,-0.808959,0.116533,0.444637,-0.558105,-0.112022,0.911489,-0.812474,0.097695,0.439202,-0.563608,-0.104307,0.915499,-0.815071,0.124711,0.44956,-0.538618,-0.107393,0.915105,-0.814915,0.114817,0.421872,-0.54035
90,-0.118868,0.92298,-0.796786,0.102085,0.460343,-0.543088,-0.126139,0.922238,-0.800835,0.112871,0.45396,-0.551851,-0.124363,0.925781,-0.787403,0.109704,0.453271,-0.54432,-0.11542,0.91588,-0.796471,0.103912,0.451132,-0.557488
91,-0.149229,0.938404,-0.783521,0.088711,0.452183,-0.535878,-0.146874,0.929622,-0.79007,0.095928,0.446783,-0.564369,-0.143911,0.924815,-0.789176,0.092844,0.458121,-0.554632,-0.147209,0.931001,-0.778728,0.081609,0.473242,-0.544227
92,-0.160522,0.93656,-0.779816,0.071664,0.468022,-0.522144,-0.163448,0.942451,-0.777831,0.067634,0.452035,-0.531115,-0.161526,0.932495,-0.779247,0.0929,0.457057,-0.53099,-0.159153,0.93979,-0.773899,0.085528,0.46974,-0.528606
93,-0.185607,0.935339,-0.76603,0.051922,0.470792,-0.545858,-0.169017,0.943556,-0.758974,0.067889,0.467706,-0.558797,-0.177882,0.943643,-0.762221,0.069111,0.48726,-0.543471,-0.187103,0.938699,-0.763345,0.064565,0.474523,-0.546438
94,-0.205514,0.95094,-0.754371,0.049256,0.515998,-0.535292,-0.199278,0.948413,-0.743734,0.057226,0.473418,-0.536568,-0.195406,0.944251,-0.746559,0.03516,0.478237,-0.541999,-0.200038,0.951836,-0.737783,0.055873,0.487909,-0.524929
95,-0.220826,0.952446,-0.733797,0.043569,0.474778,-0.538141,-0.216115,0.953373,-0.740413,0.056935,0.475899,-0.537439,-0.217474,0.956336,-0.7387,0.041144,0.481758,-0.540748,-0.220833,0.948473,-0.738917,0.036358,0.479085,-0.530131
96,-0.235308,0.958296,-0.726713,0.033848,0.467459,-0.526418,-0.24401,0.958719,-0.718987,0.049974,0.473489,-0.531468,-0.239182,0.96295,-0.71821,0.039061,0.475193,-0.512395,-0.238149,0.950015,-0.722993,0.033299,0.497363,-0.511203
97,-0.253186,0.964937,-0.707346,0.030911,0.497482,-0.52743,-0.25576,0.965785,-0.715136,0.022202,0.487433,-0.521398,-0.258251,0.963735,-0.712598,0.053299,0.487315,-0.514845,-0.251346,0.962809,-0.71424,0.033428,0.495416,-0.522738
98,-0.275107,0.962101,-0.691106,0.006031,0.499197,-0.51621,-0.263895,0.967284,-0.696288,0.02721,0.494363,-0.505882,-0.270416,0.968865,-0.698538,0.006185,0.486844,-0.508629,-0.277314,0.958503,-0.703708,0.029965,0.496178,-0.517371
99,-0.289865,0.970555,-0.687812,-0.003477,0.501388,-0.512206,-0.290844,0.975844,-0.687234,-0.018017,0.512437,-0.501817,-0.294582,0.970908,-0.683788,0.016018,0.501502,-0.508446,-0.295815,0.976053,-0.686903,0.003917,0.522564,-0.527363
100,-0.312615,0.98005,-0.66158,0.000739,0.512202,-0.519814,-0.306483,0.981752,-0.666268,-0.014105,0.506075,-0.510196,-0.308224,0.9887,-0.673498,-0.003485,0.505945,-0.499347,-0.30902,0.98207,-0.672885,-0.004469,0.500868,-0.512766
101,-0.328726,0.977392,-0.651239,-0.036367,0.528553,-0.49487,-0.322603,0.981041,-0.658889,-0.01987,0.526097,-0.494624,-0.321484,0.979168,-0.654819,-0.014409,0.51972,-0.482294,-0.333867,0.979951,-0.652904,-0.031019,0.518418,-0.487523
