sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
41,0.712947,0.239067,-0.954199,0.582157,-0.023826,-0.535817,0.712851,0.243625,-0.954859,0.598177,-0.028122,-0.542745,0.717586,0.244202,-0.962721,0.561491,-0.025392,-0.537889,0.713338,0.241842,-0.961088,0.582855,-0.030543,-0.550426
42,0.701837,0.262534,-0.97373,0.58673,-0.02337,-0.54499,0.7079,0.27015,-0.955509,0.593005,-0.016373,-0.546627,0.713485,0.2595,-0.961862,0.563729,-0.028544,-0.554746,0.697777,0.265661,-0.971714,0.548461,-0.015539,-0.552288
43,0.690679,0.284401,-0.969661,0.564829,-0.003656,-0.545294,0.69854,0.289951,-0.973949,0.562224,-0.013599,-0.544787,0.688492,0.277338,-0.966831,0.591506,-0.005003,-0.533973,0.693045,0.272172,-0.977492,0.566744,-0.006222,-0.549961
44,0.677379,0.289437,-0.969847,0.55388,-0.00273,-0.553943,0.667948,0.29776,-0.980591,0.566149,0.012057,-0.553273,0.678262,0.306074,-0.975425,0.540901,-0.005174,-0.56389,0.681821,0.306916,-0.979015,0.578544,0.005753,-0.570104
45,0.660016,0.305724,-0.981119,0.571373,0.009486,-0.573883,0.657175,0.318193,-0.974299,0.564544,0.017215,-0.566946,0.659578,0.3157,-0.986871,0.541238,0.0134,-0.58901,0.664245,0.316723,-0.983008,0.555018,0.013313,-0.549538
46,0.64696,0.335281,-0.989716,0.540251,0.021175,-0.567805,0.645931,0.335579,-0.983711,0.556945,0.027986,-0.56361,0.644641,0.336323,-0.977307,0.55754,0.026305,-0.576907,0.651302,0.334995,-0.987431,0.553597,0.012902,-0.582958
47,0.62956,0.347444,-0.983898,0.538299,0.034971,-0.572707,0.627847,0.368364,-0.978928,0.524632,0.051214,-0.586859,0.628657,0.350191,-0.991852,0.552504,0.044631,-0.595285,0.627523,0.351265,-0.985152,0.539465,0.028813,-0.575179
48,0.618947,0.374347,-0.983704,0.534126,0.052181,-0.5804,0.616811,0.375554,-0.988746,0.527676,0.038143,-0.565425,0.616748,0.376554,-0.995087,0.532042,0.039991,-0.57345,0.614685,0.369624,-0.994463,0.515199,0.051241,-0.579738
49,0.605315,0.389453,-0.982098,0.534132,0.052507,-0.58111,0.595055,0.388566,-0.994282,0.52385,0.050033,-0.604416,0.592042,0.385695,-0.996319,0.52363,0.052087,-0.590769,0.598149,0.383333,-0.985156,0.523228,0.067026,-0.588389
50,0.589671,0.402804,-1.007116,0.513072,0.076347,-0.584097,0.590945,0.411448,-0.99232,0.525713,0.084637,-0.565372,0.590027,0.402489,-0.99976,0.505521,0.069749,-0.589362,0.578847,0.405726,-0.996072,0.521816,0.077591,-0.59229
51,0.570721,0.42926,-0.994469,0.510791,0.100585,-0.606613,0.575827,0.430117,-0.996496,0.493474,0.096856,-0.592021,0.569886,0.422803,-1.00194,0.501296,0.084491,-0.586304,0.565502,0.423589,-0.987765,0.510221,0.076974,-0.588825
52,0.558927,0.438805,-1.007129,0.499075,0.082755,-0.597681,0.565903,0.439736,-0.998441,0.492621,0.098044,-0.613632,0.562528,0.436944,-0.997373,0.487558,0.098668,-0.612301,0.560165,0.441251,-0.998966,0.496469,0.101123,-0.585044
53,0.537784,0.45648,-1.002449,0.498353,0.114839,-0.597548,0.54094,0.456261,-1.002452,0.49961,0.118921,-0.63264,0.543254,0.45582,-1.006837,0.472782,0.12433,-0.601611,0.541532,0.457432,-0.996688,0.50765,0.118258,-0.62217
54,0.525173,0.469012,-1.010412,0.467825,0.12013,-0.611332,0.515199,0.469435,-1.000723,0.484136,0.102768,-0.619457,0.525788,0.482019,-1.005508,0.480396,0.122244,-0.625025,0.513176,0.481509,-0.999593,0.494119,0.126003,-0.627059
55,0.512914,0.491136,-0.985809,0.469705,0.140846,-0.61555,0.514707,0.486146,-1.001627,0.484028,0.130081,-0.614026,0.505021,0.484671,-1.006465,0.480183,0.141318,-0.619263,0.510635,0.489578,-0.99168,0.474057,0.148824,-0.602137
56,0.497909,0.512133,-0.990535,0.471633,0.141743,-0.650137,0.497621,0.508947,-0.987992,0.465604,0.154707,-0.617149,0.492543,0.513535,-1.000598,0.446981,0.148754,-0.621439,0.495034,0.509435,-1.003457,0.466921,0.148809,-0.616699
57,0.470303,0.507789,-1.003342,0.468537,0.16417,-0.629485,0.461886,0.526017,-1.007022,0.443741,0.16544,-0.614056,0.477898,0.525497,-0.988484,0.470313,0.166352,-0.625366,0.473075,0.522424,-0.996464,0.45417,0.150428,-0.616607
58,0.459265,0.547269,-1.003177,0.427754,0.16057,-0.63573,0.461156,0.527918,-0.993531,0.459631,0.176297,-0.613798,0.462213,0.542297,-1.006077,0.462602,0.151857,-0.618656,0.459014,0.544763,-0.996086,0.462247,0.181338,-0.633704
59,0.440972,0.552103,-0.998651,0.443662,0.187437,-0.604357,0.433609,0.540802,-0.995434,0.423152,0.178505,-0.618796,0.445365,0.55248,-0.98646,0.441607,0.194116,-0.626296,0.455892,0.548602,-1.005792,0.442918,0.186267,-0.63163
60,0.420484,0.576619,-1.000199,0.427316,0.199481,-0.61727,0.42615,0.56778,-0.999034,0.431652,0.186573,-0.630249,0.418592,0.568361,-0.99802,0.435375,0.171281,-0.630538,0.427474,0.57761,-0.995416,0.44775,0.202944,-0.635187
61,0.412236,0.587962,-1.000076,0.421258,0.216398,-0.65994,0.404708,0.576324,-0.995059,0.403426,0.218324,-0.626888,0.406484,0.592069,-1.010029,0.43387,0.200018,-0.640919,0.405729,0.586986,-0.999156,0.429769,0.220973,-0.619376
62,0.385728,0.598781,-0.986464,0.413736,0.229671,-0.646921,0.39975,0.598709,-0.978366,0.421647,0.208276,-0.618506,0.397121,0.602992,-0.99018,0.403446,0.205118,-0.630556,0.394593,0.597813,-0.996774,0.4034,0.213468,-0.620762
63,0.370308,0.626638,-0.986978,0.411548,0.233937,-0.635405,0.376008,0.607825,-0.984435,0.420176,0.23002,-0.624654,0.37794,0.614147,-0.989571,0.409748,0.24463,-0.648534,0.377332,0.610362,-0.987749,0.405339,0.22636,-0.65649
64,0.342399,0.627745,-0.984077,0.397573,0.228332,-0.635442,0.359975,0.625118,-0.979944,0.420305,0.236524,-0.648725,0.364677,0.634331,-0.985686,0.402746,0.235992,-0.649265,0.353138,0.629229,-0.983983,0.407379,0.263276,-0.639161
65,0.341077,0.647444,-0.990495,0.373919,0.251439,-0.648724,0.338378,0.652464,-0.977839,0.413755,0.247059,-0.625913,0.332156,0.646083,-0.975459,0.377994,0.26787,-0.623595,0.343611,0.645765,-0.976359,0.390551,0.253313,-0.658243
66,0.31928,0.657971,-0.978961,0.384661,0.255822,-0.623279,0.317337,0.663956,-0.97604,0.36943,0.274209,-0.660345,0.330964,0.659229,-0.983825,0.358834,0.272337,-0.653633,0.319478,0.661019,-0.966811,0.369727,0.261481,-0.631632
67,0.296265,0.665588,-0.966312,0.382342,0.277314,-0.645337,0.302257,0.675051,-0.973293,0.358346,0.262125,-0.641543,0.304829,0.664184,-0.975647,0.374269,0.271438,-0.653203,0.306819,0.682611,-0.972571,0.391884,0.26162,-0.64301
68,0.289082,0.691519,-0.973551,0.34916,0.293315,-0.660835,0.282466,0.686314,-0.974895,0.376941,0.298847,-0.642484,0.279232,0.696618,-0.968803,0.361894,0.29262,-0.61623,0.280126,0.686418,-0.965526,0.362393,0.266939,-0.625988
69,0.265572,0.700936,-0.959709,0.344812,0.279066,-0.63461,0.265054,0.699135,-0.968205,0.349208,0.296841,-0.647112,0.269403,0.689232,-0.962365,0.347361,0.32271,-0.650087,0.258432,0.703597,-0.969743,0.346865,0.299118,-0.641895
70,0.249729,0.713961,-0.970371,0.334018,0.316023,-0.633804,0.254676,0.71128,-0.959985,0.335626,0.302357,-0.645933,0.248701,0.714771,-0.960089,0.339138,0.294592,-0.629044,0.246968,0.715071,-0.962477,0.338854,0.296801,-0.641283
71,0.23669,0.727633,-0.953925,0.351661,0.321928,-0.672738,0.229694,0.729106,-0.951776,0.321398,0.325791,-0.645995,0.23194,0.721712,-0.961962,0.327378,0.313864,-0.64692,0.228933,0.728165,-0.957919,0.339331,0.31113,-0.640126
72,0.205222,0.736432,-0.947296,0.303326,0.328576,-0.643554,0.213303,0.735856,-0.955589,0.310977,0.316958,-0.664632,0.220962,0.74017,-0.954427,0.325897,0.331855,-0.65651,0.213113,0.743767,-0.95615,0.312563,0.330437,-0.652474
73,0.191151,0.75621,-0.947904,0.309216,0.325086,-0.653642,0.179689,0.74415,-0.945925,0.31789,0.332059,-0.651983,0.19054,0.75098,-0.948423,0.304001,0.3489,-0.647893,0.188754,0.751815,-0.943573,0.312599,0.326137,-0.651606
74,0.180003,0.761078,-0.942611,0.296068,0.326058,-0.646086,0.176297,0.764751,-0.939096,0.285948,0.335166,-0.625472,0.179489,0.765835,-0.9375,0.294959,0.340909,-0.639744,0.171464,0.762813,-0.947401,0.314688,0.321118,-0.644885
75,0.154766,0.777843,-0.931484,0.289749,0.362843,-0.643275,0.164195,0.781549,-0.931686,0.277307,0.367633,-0.637461,0.153477,0.775066,-0.937733,0.277908,0.343552,-0.63551,0.157594,0.773171,-0.931645,0.290056,0.365911,-0.632293
76,0.137564,0.784104,-0.927641,0.290558,0.37052,-0.65795,0.148861,0.796082,-0.926174,0.27265,0.362473,-0.641994,0.128589,0.792935,-0.930101,0.264312,0.370749,-0.653098,0.136305,0.793828,-0.924,0.277666,0.36038,-0.634571
77,0.121829,0.800667,-0.919229,0.266006,0.374362,-0.637587,0.121976,0.804488,-0.920228,0.269977,0.390275,-0.636368,0.123374,0.796058,-0.915045,0.249229,0.372744,-0.647528,0.113815,0.792392,-0.91684,0.286615,0.382363,-0.664473
78,0.107531,0.8101,-0.91115,0.249365,0.391771,-0.637757,0.105782,0.810357,-0.914181,0.236546,0.397488,-0.639564,0.105567,0.80869,-0.91906,0.249118,0.388792,-0.645646,0.108786,0.813512,-0.920733,0.253082,0.388577,-0.645091
79,0.07736,0.820162,-0.90528,0.246543,0.404532,-0.614347,0.083201,0.821079,-0.91116,0.246802,0.377674,-0.64934,0.083092,0.83591,-0.908462,0.241617,0.419209,-0.601324,0.082239,0.816304,-0.912076,0.239778,0.411957,-0.638403
80,0.062506,0.832153,-0.894712,0.229186,0.414591,-0.633223,0.058846,0.844066,-0.897338,0.243947,0.410738,-0.634975,0.063688,0.84023,-0.897944,0.227709,0.419549,-0.631017,0.072378,0.824252,-0.894186,0.237235,0.377946,-0.630922
81,0.041085,0.837646,-0.885139,0.213148,0.403877,-0.634367,0.04185,0.856547,-0.885012,0.2031,0.423926,-0.619494,0.039853,0.84465,-0.886174,0.222396,0.422293,-0.631273,0.050432,0.837407,-0.88374,0.216281,0.436251,-0.622589
82,0.029645,0.857949,-0.873292,0.194688,0.424733,-0.652012,0.026178,0.85526,-0.875817,0.207691,0.430793,-0.657326,0.022391,0.86339,-0.878396,0.201687,0.446447,-0.633779,0.023666,0.858451,-0.875478,0.214859,0.429161,-0.631588
83,0.008309,0.852098,-0.872928,0.192453,0.429784,-0.631103,-0.003779,0.859916,-0.866447,0.198115,0.43033,-0.638745,-0.001392,0.860794,-0.862505,0.215663,0.4347,-0.640682,0.012679,0.856372,-0.861582,0.183946,0.433079,-0.634498
84,-0.01032,0.878539,-0.853885,0.186375,0.449691,-0.613515,-0.006696,0.876,-0.862465,0.169028,0.445824,-0.632679,-0.017533,0.873235,-0.856947,0.178362,0.445133,-0.613889,-0.02324,0.859431,-0.858992,0.199838,0.443305,-0.635186
85,-0.035644,0.875883,-0.848304,0.164225,0.441882,-0.608917,-0.030238,0.876847,-0.857794,0.167369,0.441045,-0.633843,-0.030907,0.886125,-0.844079,0.179332,0.475648,-0.621103,-0.029125,0.884781,-0.843574,0.162563,0.458432,-0.63881
86,-0.044769,0.882268,-0.847152,0.165426,0.447217,-0.620657,-0.053037,0.881758,-0.841691,0.177936,0.456251,-0.619828,-0.050042,0.885949,-0.847445,0.161653,0.465335,-0.619718,-0.054904,0.887414,-0.842965,0.158628,0.464162,-0.636444
87,-0.069195,0.899339,-0.834408,0.131678,0.47642,-0.598583,-0.072673,0.903256,-0.826901,0.131419,0.488361,-0.608471,-0.069785,0.895562,-0.838692,0.164628,0.460468,-0.629584,-0.069649,0.899173,-0.812398,0.135894,0.469247,-0.601157
88,-0.088706,0.90306,-0.823293,0.133587,0.485109,-0.647857,-0.088102,0.907427,-0.823172,0.13616,0.469847,-0.612779,-0.092094,0.902,-0.826843,0.133356,0.476955,-0.623485,-0.0852,0.904893,-0.81173,0.128135,0.484443,-0.631247
89,-0.098379,0.919073,-0.813091,0.115118,0.477697,-0.586931,-0.099703,0.919012,-0.798137,0.143682,0.494845,-0.611691,-0.110156,0.916811,-0.807163,0.116147,0.48945,-0.603592,-0.105278,0.911022,-0.813846,0.142835,0.491821,-0.609779
90,-0.126403,0.916767,-0.780573,0.099206,0.493487,-0.591572,-0.119248,0.923641,-0.79676,0.1173,0.501069,-0.600066,-0.118018,0.922991,-0.788908,0.098543,0.482458,-0.607403,-0.124593,0.91963,-0.801484,0.112562,0.503727,-0.609431
91,-0.143044,0.929955,-0.787634,0.108892,0.49612,-0.606354,-0.147988,0.928468,-0.792335,0.095109,0.49885,-0.605442,-0.143913,0.934855,-0.776536,0.100529,0.508388,-0.611904,-0.142832,0.93185,-0.780134,0.096933,0.516232,-0.609327
92,-0.163513,0.936318,-0.777411,0.087073,0.512229,-0.606232,-0.151599,0.932583,-0.775698,0.091527,0.497632,-0.580284,-0.16088,0.938366,-0.768365,0.103222,0.503945,-0.587139,-0.162662,0.931758,-0.777617,0.097272,0.507671,-0.610213
93,-0.185155,0.942882,-0.760103,0.10229,0.51975,-0.57915,-0.177198,0.936212,-0.75446,0.096213,0.520415,-0.592466,-0.179081,0.9435,-0.762385,0.08186,0.509802,-0.610273,-0.175805,0.951887,-0.766884,0.096931,0.493036,-0.584633
94,-0.196489,0.953814,-0.745992,0.056246,0.528238,-0.5993,-0.203135,0.946396,-0.758256,0.051079,0.522915,-0.595734,-0.192753,0.945692,-0.741208,0.063355,0.536747,-0.603012,-0.198959,0.942991,-0.747277,0.079704,0.49168,-0.591311
95,-0.21918,0.951879,-0.735031,0.062667,0.528215,-0.582621,-0.214802,0.959702,-0.742477,0.046225,0.516212,-0.576303,-0.22127,0.952625,-0.732966,0.054423,0.532495,-0.589494,-0.220134,0.951791,-0.733116,0.040914,0.526738,-0.593178
96,-0.236656,0.951819,-0.719434,0.030162,0.535301,-0.591688,-0.250776,0.956269,-0.724564,0.03684,0.528741,-0.569462,-0.232637,0.951912,-0.721856,0.022022,0.53715,-0.570956,-0.232385,0.955035,-0.718351,0.042789,0.537099,-0.584636
97,-0.253853,0.966036,-0.710277,0.02193,0.541475,-0.579828,-0.263077,0.969504,-0.716154,0.025486,0.549992,-0.571471,-0.250148,0.973052,-0.696819,0.016183,0.548816,-0.555052,-0.253391,0.963519,-0.70575,0.047277,0.532362,-0.573132
98,-0.273978,0.962562,-0.688948,0.029239,0.514097,-0.569266,-0.270529,0.980815,-0.693198,0.012263,0.537101,-0.557164,-0.271345,0.961905,-0.704833,0.023505,0.546524,-0.57832,-0.271881,0.971896,-0.691238,0.042134,0.551037,-0.549439
99,-0.291827,0.970847,-0.68307,-0.001413,0.548867,-0.541821,-0.287792,0.975797,-0.691855,-0.004354,0.554381,-0.552998,-0.285362,0.977545,-0.673655,-0.009761,0.558183,-0.564836,-0.292901,0.970518,-0.680718,-0.001833,0.542112,-0.554599
100,-0.316606,0.97434,-0.666796,-0.007218,0.575564,-0.550296,-0.309219,0.982417,-0.669597,-0.017158,0.567457,-0.560676,-0.308441,0.985424,-0.672867,-0.012511,0.561123,-0.551436,-0.309164,0.983843,-0.670425,-0.024537,0.563648,-0.534942
101,-0.331751,0.972816,-0.653684,-0.018137,0.566101,-0.533817,-0.324082,0.981975,-0.654651,-0.018318,0.580225,-0.544175,-0.335435,0.992952,-0.656997,-0.034654,0.566957,-0.546398,-0.320527,0.984449,-0.659925,-0.019466,0.55807,-0.55469
