sample_idx,Va_1,Vb_1,Vc_1,Ia_1,Ib_1,Ic_1,Va_5,Vb_5,Vc_5,Ia_5,Ib_5,Ic_5,Va_10,Vb_10,Vc_10,Ia_10,Ib_10,Ic_10,Va_30,Vb_30,Vc_30,Ia_30,Ib_30,Ic_30
10,0.982238,-0.331116,-0.643503,0.522869,-0.33635,-0.225138,0.982497,-0.330526,-0.653691,0.532176,-0.318392,-0.225918,0.98291,-0.327512,-0.647805,0.537866,-0.324128,-0.209455,0.980125,-0.330047,-0.650123,0.545558,-0.320524,-0.221248
11,0.972437,-0.31161,-0.675822,0.50843,-0.305424,-0.217707,0.977227,-0.315721,-0.679222,0.53423,-0.296301,-0.23908,0.979125,-0.312287,-0.674292,0.524173,-0.310709,-0.225264,0.990159,-0.307301,-0.666042,0.510769,-0.307151,-0.236458
12,0.979367,-0.289084,-0.684337,0.525354,-0.315644,-0.242488,0.968409,-0.293818,-0.676115,0.530252,-0.314367,-0.245024,0.972055,-0.291265,-0.684504,0.525917,-0.304221,-0.252729,0.976876,-0.295858,-0.681341,0.538001,-0.298452,-0.225623
13,0.964313,-0.26798,-0.692951,0.543445,-0.302213,-0.239901,0.968514,-0.263436,-0.697766,0.54195,-0.279331,-0.225646,0.967014,-0.268842,-0.695303,0.524312,-0.283412,-0.246595,0.978296,-0.27062,-0.709738,0.539889,-0.294568,-0.239412
14,0.963638,-0.256273,-0.703783,0.538766,-0.281256,-0.253727,0.972491,-0.258859,-0.712006,0.547611,-0.265232,-0.24441,0.964195,-0.255858,-0.706205,0.541011,-0.289214,-0.257469,0.965375,-0.245151,-0.711001,0.534162,-0.276494,-0.259488
15,0.957617,-0.238562,-0.722528,0.544655,-0.282666,-0.24785,0.964285,-0.243807,-0.729122,0.528613,-0.271636,-0.270285,0.966967,-0.243306,-0.724984,0.552371,-0.272918,-0.253861,0.962822,-0.235628,-0.723124,0.548153,-0.266284,-0.249989
16,0.961895,-0.224844,-0.737805,0.535624,-0.255617,-0.283816,0.956225,-0.224147,-0.738606,0.544339,-0.264337,-0.267481,0.957751,-0.222453,-0.736691,0.557586,-0.261076,-0.272333,0.953213,-0.219801,-0.735502,0.545274,-0.265404,-0.254327
17,0.95089,-0.204294,-0.755242,0.531888,-0.250761,-0.285577,0.956039,-0.197499,-0.742195,0.534367,-0.259329,-0.275341,0.945834,-0.201649,-0.746108,0.524656,-0.259013,-0.277409,0.956303,-0.202812,-0.756605,0.531462,-0.262535,-0.281019
18,0.94646,-0.184074,-0.767346,0.538464,-0.268392,-0.287863,0.939539,-0.184828,-0.76157,0.529321,-0.223721,-0.286796,0.937054,-0.182924,-0.760422,0.521454,-0.262418,-0.295165,0.937572,-0.177774,-0.754739,0.551758,-0.252473,-0.284987
19,0.938994,-0.159832,-0.780266,0.524242,-0.25169,-0.289656,0.942785,-0.157804,-0.77322,0.538327,-0.238198,-0.274459,0.939031,-0.165523,-0.768935,0.556488,-0.251633,-0.283211,0.928475,-0.164576,-0.756473,0.546273,-0.241498,-0.295885
20,0.924289,-0.140764,-0.787827,0.531635,-0.216747,-0.288371,0.929541,-0.150009,-0.786981,0.544114,-0.239589,-0.292036,0.934724,-0.146195,-0.786235,0.532987,-0.232373,-0.295448,0.924904,-0.139996,-0.775456,0.5468,-0.227975,-0.300247
21,0.917071,-0.143745,-0.790046,0.526496,-0.231895,-0.306704,0.925046,-0.132882,-0.79618,0.515436,-0.236721,-0.298577,0.918806,-0.127307,-0.791143,0.521356,-0.224497,-0.309292,0.926197,-0.120404,-0.8018,0.532733,-0.223538,-0.325903
22,0.925443,-0.103622,-0.805641,0.520022,-0.200777,-0.333394,0.917713,-0.115604,-0.807802,0.517914,-0.210918,-0.310141,0.912313,-0.113208,-0.79626,0.525759,-0.192048,-0.300309,0.916546,-0.116162,-0.797891,0.516654,-0.197871,-0.304008
23,0.90766,-0.090283,-0.814267,0.538797,-0.211629,-0.328747,0.910748,-0.09387,-0.820093,0.528278,-0.20277,-0.3252,0.899258,-0.09173,-0.821078,0.545368,-0.200326,-0.331073,0.903146,-0.085916,-0.814505,0.530434,-0.203513,-0.31074
24,0.899832,-0.076679,-0.832833,0.518981,-0.213864,-0.338978,0.907477,-0.069283,-0.835613,0.53608,-0.188228,-0.333599,0.90829,-0.065983,-0.829286,0.525214,-0.188944,-0.336209,0.894835,-0.071198,-0.824072,0.537106,-0.183886,-0.324312
25,0.884896,-0.050527,-0.840742,0.518929,-0.178459,-0.343409,0.894654,-0.05835,-0.841179,0.526621,-0.193863,-0.337352,0.881388,-0.048495,-0.842961,0.532106,-0.189671,-0.356014,0.890916,-0.058416,-0.83762,0.531965,-0.190693,-0.34459
26,0.882758,-0.030587,-0.848268,0.501374,-0.168432,-0.378312,0.886664,-0.030664,-0.853444,0.526045,-0.181409,-0.348568,0.872967,-0.024509,-0.855051,0.531914,-0.181965,-0.341997,0.89167,-0.029227,-0.841479,0.528583,-0.167887,-0.355314
27,0.874146,-0.015124,-0.863655,0.521331,-0.154559,-0.362645,0.875251,-0.014745,-0.866716,0.520863,-0.167491,-0.355439,0.870964,-0.02094,-0.864253,0.529383,-0.15788,-0.356845,0.876126,-0.021331,-0.858305,0.525336,-0.187241,-0.353019
28,0.863323,-0.004042,-0.860263,0.515602,-0.162861,-0.369358,0.863698,0.006693,-0.876629,0.518095,-0.146527,-0.362198,0.861709,0.00325,-0.866076,0.509034,-0.155603,-0.37539,0.869215,0.005511,-0.867538,0.512926,-0.148347,-0.355743
29,0.852919,0.025492,-0.872002,0.514382,-0.147323,-0.382845,0.847455,0.022616,-0.879246,0.519208,-0.156286,-0.363906,0.853939,0.013619,-0.878292,0.52979,-0.138221,-0.375316,0.853558,0.027742,-0.878185,0.517839,-0.137708,-0.367587
30,0.84593,0.040451,-0.889402,0.525282,-0.143432,-0.371461,0.836548,0.037761,-0.880538,0.511125,-0.137136,-0.400279,0.843019,0.041523,-0.884709,0.507159,-0.125579,-0.387989,0.840717,0.03964,-0.88112,0.523026,-0.130011,-0.381199
31,0.834802,0.064498,-0.897415,0.514357,-0.130886,-0.381871,0.833504,0.059565,-0.886721,0.532658,-0.124067,-0.392305,0.83233,0.063486,-0.897153,0.498886,-0.107266,-0.391472,0.828859,0.06325,-0.894601,0.523749,-0.118983,-0.408233
32,0.825994,0.09582,-0.900937,0.507386,-0.124828,-0.407473,0.822477,0.074355,-0.901988,0.514745,-0.121695,-0.404572,0.829655,0.070535,-0.905387,0.518108,-0.109153,-0.387453,0.825865,0.085804,-0.906194,0.513894,-0.112675,-0.4006
33,0.80783,0.095808,-0.909165,0.507044,-0.088529,-0.402791,0.820793,0.103474,-0.908897,0.50451,-0.122396,-0.404416,0.811733,0.102735,-0.905351,0.499212,-0.098679,-0.400341,0.811766,0.096618,-0.913623,0.498176,-0.098836,-0.416877
34,0.794663,0.119964,-0.918723,0.501785,-0.107573,-0.413757,0.804264,0.117787,-0.91286,0.498886,-0.091249,-0.388133,0.805761,0.116101,-0.916017,0.526261,-0.105715,-0.412716,0.802589,0.125257,-0.926133,0.511151,-0.083344,-0.417507
35,0.79075,0.138856,-0.92174,0.496154,-0.082157,-0.406719,0.785822,0.136829,-0.928175,0.497611,-0.096008,-0.4122,0.784342,0.139966,-0.924564,0.510927,-0.112227,-0.424545,0.788402,0.141365,-0.927415,0.503662,-0.093764,-0.41263
36,0.778547,0.152992,-0.928665,0.480923,-0.101151,-0.41825,0.773508,0.154962,-0.937007,0.500199,-0.074453,-0.436917,0.790279,0.155857,-0.932401,0.495379,-0.08554,-0.412105,0.78115,0.155678,-0.932103,0.493181,-0.078695,-0.418737
37,0.769924,0.178248,-0.9397,0.501986,-0.064505,-0.416047,0.765256,0.174598,-0.930498,0.482647,-0.061624,-0.43845,0.765859,0.171073,-0.937312,0.485353,-0.081655,-0.432887,0.769409,0.164976,-0.937123,0.495039,-0.069972,-0.415973
38,0.754288,0.188217,-0.944362,0.477167,-0.064219,-0.432705,0.753893,0.196775,-0.944171,0.47992,-0.055899,-0.4351,0.753454,0.190699,-0.9434,0.499047,-0.055801,-0.427325,0.751651,0.195515,-0.941297,0.491299,-0.051692,-0.423733
39,0.739963,0.204006,-0.948396,0.478759,-0.050906,-0.439579,0.736772,0.203286,-0.960514,0.508781,-0.056072,-0.451638,0.732716,0.220721,-0.948011,0.488802,-0.05837,-0.448125,0.744304,0.213406,-0.960691,0.477824,-0.059199,-0.439536
40,0.718483,0.226179,-0.959683,0.482181,-0.026949,-0.446327,0.728919,0.226599,-0.958209,0.484798,-0.036309,-0.454614,0.73017,0.230625,-0.955061,0.488708,-0.033326,-0.427116,0.732237,0.230302,-0.97076,0.49384,-0.036953,-0.451966
41,0.71442,0.246467,-0.960457,0.482856,-0.022362,-0.453142,0.711757,0.234758,-0.958435,0.47435,-0.032466,-0.43777,0.711066,0.257049,-0.963688,0.471654,-0.029018,-0.449181,0.72857,0.242185,-0.951169,0.465799,-0.03268,-0.432871
42,0.690052,0.258876,-0.959088,0.460629,-0.008864,-0.463844,0.702045,0.256801,-0.970955,0.46393,-0.016546,-0.457709,0.702388,0.270075,-0.96293,0.463948,-0.01509,-0.453518,0.705618,0.262364,-0.971634,0.44799,-0.030111,-0.452296
43,0.695248,0.29061,-0.96768,0.457286,0.000891,-0.45572,0.687313,0.278562,-0.974066,0.468379,0.005166,-0.454773,0.691861,0.288317,-0.971155,0.458365,-0.012375,-0.451277,0.683334,0.280982,-0.968228,0.467767,0.003007,-0.47634
44,0.678562,0.29794,-0.973103,0.454797,-0.014918,-0.469029,0.677687,0.3028,-0.962586,0.446469,0.00984,-0.468401,0.682203,0.303605,-0.973964,0.454492,-0.01278,-0.47305,0.675812,0.297148,-0.974797,0.460564,0.010834,-0.470282
45,0.666225,0.31631,-0.975669,0.441426,-0.003273,-0.472264,0.658074,0.313635,-0.984473,0.455623,0.033546,-0.467342,0.664417,0.307625,-0.981967,0.450641,0.008233,-0.477164,0.657926,0.317902,-0.983151,0.460943,0.028876,-0.463055
46,0.646907,0.329237,-0.986652,0.450475,0.020691,-0.479138,0.658231,0.336535,-0.979525,0.440669,0.034729,-0.468817,0.644888,0.335505,-0.983046,0.437501,0.016158,-0.493727,0.638907,0.339348,-0.987659,0.449687,0.031451,-0.45416
47,0.629628,0.345355,-0.989417,0.467396,0.044655,-0.49691,0.634584,0.356951,-0.982934,0.443209,0.000566,-0.495663,0.625018,0.356329,-0.996341,0.44915,0.042323,-0.48499,0.636901,0.357421,-0.981391,0.445956,0.030587,-0.465607
48,0.612811,0.372974,-0.985922,0.431967,0.051332,-0.481021,0.615819,0.373982,-0.99974,0.428418,0.046775,-0.488402,0.62172,0.378337,-0.993469,0.445521,0.04398,-0.470399,0.616877,0.36396,-1.000019,0.445112,0.057665,-0.486385
49,0.603353,0.391738,-0.994402,0.446049,0.060642,-0.508502,0.602285,0.381304,-0.99044,0.457127,0.07479,-0.483109,0.598363,0.386817,-0.989906,0.439677,0.082028,-0.495036,0.600361,0.385745,-0.986169,0.432332,0.051398,-0.482312
50,0.586401,0.405131,-1.000107,0.423983,0.0578,-0.485339,0.59446,0.40586,-1.002686,0.424872,0.064408,-0.489337,0.584198,0.407936,-1.004034,0.407777,0.064672,-0.505808,0.597749,0.414077,-0.997766,0.436514,0.061481,-0.483342
51,0.573596,0.420816,-0.989992,0.40768,0.080339,-0.499392,0.575687,0.42079,-0.98849,0.428355,0.091092,-0.498069,0.577517,0.431107,-1.002095,0.409782,0.08579,-0.486821,0.571877,0.419528,-0.988678,0.437298,0.072678,-0.491761
52,0.560441,0.447424,-0.998341,0.418753,0.073523,-0.493197,0.547787,0.436794,-1.002203,0.43954,0.087747,-0.482052,0.552493,0.437205,-0.994271,0.405638,0.080937,-0.512988,0.557707,0.442128,-0.999361,0.408008,0.094369,-0.499627
53,0.538817,0.466091,-0.996037,0.405906,0.10263,-0.517641,0.5387,0.454487,-0.996232,0.413916,0.095241,-0.497461,0.546629,0.454766,-1.002979,0.406855,0.093955,-0.505934,0.540956,0.455834,-0.99849,0.39709,0.100357,-0.494177
54,0.527691,0.475063,-0.997096,0.40831,0.095994,-0.51112,0.528087,0.471395,-1.003208,0.394787,0.105694,-0.503972,0.531483,0.48196,-1.002977,0.399477,0.107332,-0.519939,0.528512,0.475477,-0.9973,0.416761,0.112265,-0.51002
55,0.511799,0.492045,-0.999818,0.405724,0.094195,-0.503202,0.512707,0.49397,-0.999869,0.382315,0.112958,-0.520041,0.513296,0.493424,-0.990779,0.380191,0.103476,-0.509508,0.510364,0.490633,-1.00388,0.397002,0.111954,-0.515974
56,0.49035,0.513133,-1.004839,0.38672,0.128782,-0.503034,0.494935,0.510977,-1.004215,0.399416,0.125581,-0.527875,0.504203,0.511296,-1.000281,0.376204,0.119344,-0.50799,0.49913,0.499218,-0.999483,0.395079,0.124195,-0.524107
57,0.476014,0.521949,-1.004443,0.376911,0.128141,-0.502426,0.477719,0.526354,-1.000769,0.37108,0.136667,-0.52509,0.475944,0.519321,-0.991425,0.374945,0.138605,-0.523691,0.471467,0.52514,-0.998357,0.389177,0.126737,-0.530523
58,0.445903,0.544608,-0.997604,0.379614,0.143359,-0.525436,0.463095,0.541931,-0.997167,0.377834,0.153727,-0.514995,0.462318,0.540938,-1.004778,0.370182,0.135604,-0.517865,0.461151,0.545018,-1.000807,0.361495,0.149193,-0.502085
59,0.433766,0.549794,-0.994382,0.359703,0.142401,-0.503378,0.446752,0.5595,-0.996908,0.360536,0.13986,-0.517613,0.440503,0.560562,-1.000912,0.364207,0.160893,-0.513301,0.452471,0.552939,-1.004698,0.363202,0.159979,-0.518216
60,0.425142,0.577138,-0.999895,0.366823,0.14622,-0.523677,0.430557,0.574138,-0.993889,0.368032,0.165794,-0.523034,0.4241,0.569081,-1.000352,0.361984,0.160692,-0.526218,0.423381,0.582029,-0.998744,0.344096,0.151679,-0.545639
61,0.416091,0.585376,-0.9926,0.358613,0.18549,-0.528718,0.411402,0.585304,-0.991187,0.361106,0.186742,-0.535131,0.401362,0.58759,-0.993618,0.352819,0.179295,-0.532492,0.413465,0.591991,-1.004926,0.353498,0.161348,-0.522176
62,0.381469,0.60646,-0.987018,0.332994,0.193856,-0.530737,0.390632,0.594908,-0.994837,0.348778,0.184157,-0.527767,0.392615,0.603693,-0.996552,0.348463,0.182174,-0.535653,0.390258,0.596449,-0.990765,0.366865,0.158969,-0.522677
63,0.363395,0.615185,-0.986827,0.332238,0.179897,-0.514888,0.372962,0.617094,-0.993655,0.331664,0.199379,-0.5401,0.375414,0.617517,-0.984176,0.339415,0.197544,-0.515684,0.378963,0.61542,-0.988873,0.344756,0.200932,-0.546961
64,0.346891,0.628038,-0.98758,0.327942,0.187262,-0.522933,0.349786,0.627076,-0.983785,0.339254,0.18855,-0.520619,0.358005,0.629359,-0.981507,0.332341,0.214362,-0.525827,0.360882,0.633948,-0.988557,0.319325,0.191981,-0.534887
65,0.336839,0.639988,-0.980206,0.311912,0.201627,-0.54047,0.345527,0.654624,-0.982522,0.327842,0.21731,-0.514546,0.339141,0.656854,-0.97439,0.322462,0.219438,-0.531721,0.340798,0.639978,-0.977587,0.332485,0.193435,-0.541576
66,0.312007,0.663329,-0.985763,0.294252,0.203903,-0.552559,0.32464,0.658682,-0.978404,0.304841,0.218125,-0.535741,0.321155,0.657328,-0.982163,0.307779,0.191959,-0.543219,0.32141,0.663385,-0.972546,0.321369,0.2125,-0.535925
67,0.299371,0.681538,-0.976473,0.33263,0.239748,-0.543482,0.312757,0.679041,-0.977073,0.302008,0.217963,-0.517558,0.301012,0.67088,-0.971127,0.322463,0.236654,-0.535541,0.29868,0.672153,-0.978506,0.30143,0.223396,-0.523554
68,0.290712,0.691595,-0.985986,0.289183,0.245855,-0.51457,0.293466,0.68301,-0.966964,0.290636,0.231559,-0.521599,0.279662,0.685041,-0.988286,0.305111,0.212257,-0.542092,0.280538,0.69193,-0.970073,0.29272,0.248908,-0.541346
69,0.271015,0.694472,-0.965486,0.287449,0.249696,-0.550231,0.268734,0.702951,-0.965401,0.287401,0.250206,-0.545302,0.262379,0.698161,-0.968325,0.276512,0.242523,-0.515205,0.267895,0.699031,-0.972613,0.278603,0.249587,-0.523265
70,0.2436,0.715081,-0.963467,0.283922,0.254305,-0.530346,0.244591,0.710461,-0.965373,0.293068,0.242639,-0.523978,0.255033,0.725272,-0.96647,0.279361,0.255769,-0.534289,0.244276,0.72238,-0.96196,0.270063,0.25057,-0.547047
71,0.227127,0.734705,-0.953863,0.269786,0.258217,-0.544051,0.227644,0.724153,-0.962661,0.279518,0.248377,-0.533902,0.233863,0.727754,-0.957862,0.271656,0.262125,-0.542036,0.231194,0.733537,-0.959685,0.269956,0.253927,-0.530598
72,0.207451,0.740954,-0.957847,0.254047,0.277737,-0.538329,0.210165,0.73775,-0.956497,0.270138,0.268888,-0.531687,0.209228,0.734418,-0.939784,0.244595,0.264907,-0.52578,0.212328,0.74873,-0.954405,0.251577,0.283512,-0.549408
73,0.202893,0.755082,-0.950035,0.261997,0.269641,-0.531066,0.19299,0.756165,-0.937521,0.264473,0.275038,-0.526354,0.187653,0.758816,-0.944598,0.250701,0.282134,-0.530477,0.186942,0.749923,-0.951867,0.254599,0.278726,-0.536187
74,0.181508,0.763464,-0.93631,0.232065,0.296486,-0.558523,0.175199,0.764561,-0.937663,0.240958,0.293509,-0.53363,0.175512,0.768365,-0.947408,0.241861,0.295913,-0.534281,0.164911,0.760214,-0.945415,0.263903,0.286256,-0.532407
75,0.158536,0.778333,-0.939825,0.246647,0.308176,-0.523731,0.149098,0.776741,-0.930743,0.258579,0.291535,-0.534621,0.158282,0.772466,-0.930675,0.248181,0.289753,-0.561267,0.161577,0.778833,-0.931529,0.238834,0.293433,-0.523254
76,0.130364,0.781612,-0.932064,0.199545,0.288338,-0.524711,0.141618,0.785779,-0.923544,0.229451,0.309596,-0.540694,0.13855,0.787923,-0.927419,0.231908,0.30799,-0.54626,0.134813,0.801622,-0.923268,0.225551,0.324085,-0.529675
77,0.113454,0.798781,-0.914748,0.215319,0.326796,-0.534943,0.116855,0.805708,-0.919527,0.224431,0.312241,-0.529522,0.122158,0.79998,-0.911877,0.234807,0.303671,-0.534131,0.122735,0.798617,-0.915389,0.221595,0.315447,-0.537022
78,0.093536,0.813666,-0.910617,0.212696,0.335325,-0.529617,0.11428,0.82002,-0.914869,0.200326,0.32014,-0.542761,0.10308,0.81426,-0.899586,0.209891,0.326189,-0.522837,0.102977,0.810198,-0.903797,0.195513,0.298467,-0.533628
79,0.083338,0.823408,-0.900036,0.197877,0.314118,-0.532089,0.078984,0.821976,-0.895491,0.20797,0.308314,-0.522179,0.073717,0.830076,-0.899083,0.189635,0.335524,-0.52993,0.077469,0.831225,-0.914448,0.202657,0.323807,-0.530671
80,0.06616,0.834119,-0.892045,0.189989,0.33086,-0.522378,0.063025,0.828677,-0.895535,0.198137,0.321518,-0.5431,0.06304,0.830851,-0.890899,0.190239,0.335166,-0.547251,0.069524,0.831797,-0.886197,0.196517,0.339893,-0.539201
81,0.047828,0.844076,-0.886361,0.177376,0.341672,-0.524661,0.048628,0.834553,-0.875545,0.19059,0.349084,-0.532049,0.033311,0.844928,-0.883968,0.188891,0.350062,-0.534188,0.037498,0.835507,-0.889114,0.181663,0.34387,-0.541324
82,0.027056,0.853137,-0.880747,0.16578,0.357731,-0.540398,0.020742,0.84678,-0.884718,0.158773,0.342903,-0.511985,0.022184,0.857215,-0.872939,0.178197,0.364498,-0.522506,0.024009,0.862951,-0.872318,0.187228,0.358515,-0.520092
83,0.004862,0.863581,-0.866406,0.164009,0.367771,-0.506168,0.002488,0.860813,-0.856275,0.151086,0.367118,-0.52243,0.000761,0.863483,-0.865302,0.152479,0.355902,-0.522493,0.001058,0.858063,-0.86834,0.146504,0.37293,-0.509223
84,-0.012314,0.878119,-0.849559,0.144753,0.380373,-0.538546,-0.005438,0.870554,-0.849073,0.173946,0.385491,-0.515213,-0.0123,0.873015,-0.865928,0.151275,0.367685,-0.523351,-0.015083,0.871236,-0.860106,0.16066,0.362269,-0.511507
85,-0.025664,0.869349,-0.848189,0.140089,0.386016,-0.52196,-0.032122,0.887424,-0.853437,0.145889,0.382475,-0.527323,-0.035318,0.889544,-0.857346,0.142366,0.370541,-0.528781,-0.028938,0.879712,-0.852502,0.151055,0.380858,-0.516667
86,-0.047385,0.89272,-0.833747,0.126282,0.382588,-0.515314,-0.054551,0.89047,-0.835465,0.12752,0.380341,-0.539268,-0.046824,0.88299,-0.840211,0.135091,0.380222,-0.502422,-0.04731,0.87714,-0.841313,0.13979,0.37743,-0.517172
87,-0.069573,0.889119,-0.821836,0.124431,0.376564,-0.528721,-0.07025,0.896508,-0.830628,0.094801,0.383145,-0.519178,-0.062582,0.896467,-0.832237,0.123523,0.386762,-0.500115,-0.070638,0.907062,-0.825804,0.116124,0.384843,-0.510938
88,-0.090461,0.906925,-0.828424,0.106348,0.399726,-0.525602,-0.090229,0.901595,-0.812955,0.096897,0.406209,-0.517237,-0.08519,0.906915,-0.813869,0.109166,0.38757,-0.51705,-0.096225,0.908146,-0.815278,0.121261,0.435387,-0.511843
89,-0.110546,0.913774,-0.810454,0.090432,0.40466,-0.517287,-0.105046,0.910024,-0.810338,0.112402,0.413495,-0.498292,-0.102801,0.91049,-0.809002,0.105037,0.399203,-0.483651,-0.106687,0.905728,-0.805122,0.130246,0.429433,-0.493936
90,-0.125402,0.927651,-0.791134,0.099133,0.402981,-0.497598,-0.134234,0.922692,-0.803091,0.10104,0.424533,-0.489506,-0.117886,0.932128,-0.795025,0.087252,0.432792,-0.493882,-0.135226,0.922237,-0.800461,0.094843,0.411867,-0.491188
91,-0.142655,0.9255,-0.789004,0.061905,0.414135,-0.502009,-0.137882,0.931685,-0.779456,0.097708,0.403785,-0.499874,-0.138453,0.934864,-0.781721,0.086297,0.398204,-0.508903,-0.139911,0.929612,-0.785894,0.081297,0.408318,-0.493327
92,-0.159209,0.931173,-0.768309,0.085876,0.422454,-0.4986,-0.161946,0.926208,-0.776984,0.08195,0.442869,-0.497903,-0.168522,0.935709,-0.774592,0.084496,0.415278,-0.499882,-0.164994,0.949241,-0.776321,0.076055,0.414312,-0.492863
93,-0.172442,0.942184,-0.749532,0.058575,0.420111,-0.493335,-0.175986,0.948349,-0.763128,0.054052,0.44324,-0.499827,-0.180949,0.939034,-0.74448,0.07647,0.46206,-0.496264,-0.189757,0.942847,-0.758544,0.054533,0.418729,-0.501114
94,-0.192547,0.948058,-0.750619,0.053937,0.439173,-0.495676,-0.202477,0.941323,-0.743149,0.063207,0.42696,-0.487151,-0.198957,0.949757,-0.754753,0.044048,0.427213,-0.513978,-0.202643,0.952215,-0.752402,0.057393,0.451895,-0.512841
95,-0.218119,0.95091,-0.730751,0.038154,0.438735,-0.491536,-0.209805,0.936937,-0.73655,0.047583,0.448092,-0.479861,-0.210526,0.959453,-0.731312,0.046665,0.447782,-0.491477,-0.216716,0.954998,-0.738884,0.041165,0.435901,-0.501314
96,-0.235302,0.956713,-0.720449,0.029818,0.445427,-0.499049,-0.233216,0.959624,-0.732262,0.029068,0.440845,-0.478066,-0.241124,0.957182,-0.720956,0.03707,0.465,-0.487415,-0.224193,0.965767,-0.720593,0.038509,0.465112,-0.504051
97,-0.25779,0.967348,-0.701615,0.015245,0.46788,-0.468385,-0.258494,0.951154,-0.698583,0.010876,0.448323,-0.468925,-0.248015,0.963466,-0.711969,0.010265,0.456499,-0.488639,-0.259926,0.9615,-0.707679,0.015905,0.445245,-0.481765
98,-0.279217,0.96792,-0.693391,0.017452,0.456586,-0.466481,-0.272677,0.97152,-0.694043,0.014713,0.477432,-0.46226,-0.263819,0.976617,-0.696857,0.008355,0.460346,-0.48036,-0.271918,0.969107,-0.701857,0.008319,0.46528,-0.480086
99,-0.291485,0.962829,-0.680394,-0.00222,0.45592,-0.456627,-0.280254,0.977393,-0.68021,0.00017,0.474076,-0.479528,-0.291171,0.968349,-0.680911,0.001169,0.452301,-0.452009,-0.294286,0.973569,-0.677789,0.009626,0.46237,-0.4677
100,-0.313063,0.969596,-0.669803,-0.009798,0.460223,-0.466028,-0.312119,0.975472,-0.666722,-0.021707,0.477562,-0.455133,-0.306432,0.983068,-0.66737,-0.01335,0.459487,-0.464646,-0.321836,0.983284,-0.664207,0.00193,0.46058,-0.463441
101,-0.324143,0.975704,-0.662327,-0.02598,0.48809,-0.449892,-0.32477,0.979689,-0.650985,-0.01877,0.463603,-0.445833,-0.323562,0.983482,-0.658392,-0.015104,0.471695,-0.453945,-0.331296,0.984897,-0.658275,-0.029066,0.463153,-0.467079
